addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"인천광역시","N",150,"20210713","정상운영","2023-04-13","없음","21973",203,"한양2차아파트(롯데슈퍼) A동 2층 6호 (동춘동)","","축구","연수구","","연수구","21973","032-832-4708","2023-04-14","신고","인천광역시","YSC어린이스포츠클럽","인천광역시 연수구 앵고개로 266, 한양2차아파트(롯데슈퍼) A동 2층 6호 (동춘동)","Y","체육교습업","인천광역시 연수구 동춘동 932 한양2차아파트(롯데슈퍼) "
"경기도","N",151,"20211109","정상운영","2021-11-29","실내외","10808",397,"","quCRSQ4PJkfott7sXSTvkX000c2EKOzrYaIw+EmqZSI=","축구","파주시","임진리","파주시","10808","","2023-05-05","신고","경기도","에프씨 파주 주니어 (FC 파주 주니어)","경기도 파주시 문산읍 임진나루길 344-12","Y","체육교습업","경기도 파주시 문산읍 임진리 102 "
"경기도","N",152,"20211122","정상운영","2021-11-24","없음","15888",423,"","Kr0vTfFdqD6a3PH7Q34EOk+bJnhkpp+wgCbx3mSxF9E=","축구","군포시","대야미동","군포시","15888","","2023-05-09","신고","경기도","연세산본FC","경기도 군포시 대야1로 7(대야미동)","Y","체육교습업","경기도 군포시 대야미동 662-2"
"충청북도","N",153,"20211110","정상운영","2021-11-30","없음","28632",332,"","6NhQPdlFu9EjXNrpPsorMUYie5FKZ6ab2yL+31H+reg=","축구","청주시","미평동","청주시 서원구","28632","","2023-05-05","신고","충청북도","WIN FC 실내축구센터","충청북도 청주시 서원구 남지로41번길 5(미평동)","Y","체육교습업","충청북도 청주시 서원구 미평동 258-13"
"충청북도","N",154,"20211112","정상운영","2021-11-30","없음","28219",328,"","Ucg7BK+hKef59tlABak4hNgKFQCYOa2yeG6P8GmYJ6A=","축구","청주시","가마리","청주시 서원구","28219","","2023-05-05","신고","충청북도","SKK유소년축구클럽","충청북도 청주시 서원구 남이면 가마길 47","Y","체육교습업","충청북도 청주시 서원구 남이면 가마리 315 (주)탑몰"
"충청북도","N",155,"20211112","정상운영","2021-11-30","없음","28219",497,"","VkEfDXLnnVCdQWR+V/iu7livhjIzkD/jC3jPYfwLZ7E=","축구","청주시","가마리","청주시 서원구","28219","","2023-05-05","신고","충청북도","SKK스포츠센터","충청북도 청주시 서원구 남이면 가마길 49","Y","체육교습업","충청북도 청주시 서원구 남이면 가마리 318"
"강원도","N",156,"20221108","정상운영","2022-12-25","실외","",1125,"","E7N3UFA5mdgJQPniwYj2Jzs/lRRchfcCi60Rs8/QTVU=","축구","원주시","","원주시","","","2023-03-23","신고","강원도","FSL","","Y","체육교습업","강원도 원주시 무실동 2900-1 2층 "
"경기도","N",157,"20210915","정상운영","2021-11-19","실내외","10064",351,"","RAAyBsxYuZhLgJGccUyooJxi3C7e0J48SuhwVgDRLDw=","축구","김포시","","김포시","10064","","2023-03-23","신고","경기도","김포 ONE FC","경기도 김포시 양촌읍 김포한강4로278번길 31","Y","체육교습업","경기도 김포시 양촌읍 석모리 378-23"
"강원도","N",158,"20211227","정상운영","2021-12-28","실내","25586",0,"2층 (노암동)","HFGEEMrR5KwdrG2ESlkhMhYUeBtFE7kkwNQlovU4l8o=","축구","강릉시","","강릉시","25586","033-642-7366","2023-03-31","신고","강원도","강릉시민축구단 유소년","강원도 강릉시 안땔길 2(노암동)","Y","체육교습업","강원도 강릉시 노암동 724-3"
"울산광역시","N",159,"20211025","정상운영","2022-05-13","없음","44423",224,"(성안동)","BuMLGHuRDhSwazAxIBaB8p5c7UrjwwtldxfaHG9xCG8=","축구","중구","","중구","44423","","2023-05-05","신고","울산광역시","잇츠풋볼","울산광역시 중구 함월18길 5(성안동)","Y","체육교습업","울산광역시 중구 성안동 801-5"
"울산광역시","N",160,"20220106","정상운영","2022-05-13","없음","44474",257,"2층 (약사동)","tWvvQAPOUTExbBBrvrudi4NFPuzNYqKKGF406kv/gvQ=","축구","중구","","중구","44474","","2023-05-05","신고","울산광역시","박진포 풋볼아카데미","울산광역시 중구 평산로 57(약사동)","Y","체육교습업","울산광역시 중구 약사동 814-2"
"경상남도","N",161,"19999999","정상운영","2016-12-31","실외","50619",20945,"","Z+S+/sE8E9ym1oLjHc+wAJDinHlBq5ChFRhtC9ZcZVQ=","축구장","양산시","북부동","양산시","50619","055-379-8533","2023-02-23","공공","경상남도","(축구장-02) 양산종합운동장 보조구장","경상남도 양산시 양산대로 849 (북부동)","N","축구장","경상남도 양산시 북부동 533 양산종합운동장"
"경상북도","N",162,"20230203","정상운영","2023-03-30","없음","37409",172,"2층","","축구","청송군","","청송군","37409","","2023-03-30","신고","경상북도","청송FC","경상북도 청송군 진보면 진보로 112","N","체육교습업","경상북도 청송군 진보면 진안리 468-16 정호식당, 맥심다방"
"경상남도","N",163,"20211119","정상운영","2021-12-07","실내외","50310",494,"","S06gb+QZ2TzkJ4QCWyAZR0dhRFFoD3EDo5XjZ2bT1Mc=","축구","창녕군","","창녕군","50310","","2023-03-25","신고","경상남도","연세축구클럽","경상남도 창녕군 대합면 소야모전길 111-7","Y","체육교습업","경상남도 창녕군 대합면 모전리 산37"
"인천광역시","N",164,"19860101","정상운영","2017-07-25","실외","21533","","","Xg3h6LEJvQ5uJsnIoiOG5x2mtOYcqKUYmuhxuLyEn1c=","축구장","","장수동","남동구","21533","032-440-5812","2023-02-13","공공","인천광역시","인천장수구장","인천광역시 남동구 무네미로 238 (장수동)","N","축구장",""
"경기도","N",165,"20230303","정상운영","2023-03-21","없음","16621",697,"","","축구","수원시","서둔동","수원시","16621","","2023-03-21","신고","경기도","RFA 유소년 축구교실","경기도 수원시 권선구 세화로 134(서둔동)","Y","체육교습업","경기도 수원시 권선구 서둔동 381 롯데몰 수원점"
"경기도","N",166,"20230303","정상운영","2023-03-21","없음","16626",3107,"","","축구","수원시","탑동","수원시 권선구","16626","","2023-03-21","신고","경기도","권선 리틀 축구클럽","경기도 수원시 권선구 호매실로 46-16(탑동)","Y","체육교습업","경기도 수원시 권선구 탑동 903 경기종합노동복지회관"
"경상남도","N",167,"19999999","정상운영","2021-10-28","실외","50591","","","9iWY/Yjp2D9LdoeKjk+jCKfCN9bzSfj7lc6o+KLR9M4=","축구장","양산시","어곡동","양산시","50591","055-392-3404","2023-02-23","공공","경상남도","(축구장-13) 어곡산업단지근린공원","경상남도 양산시 어곡공단3길 50(어곡동)","N","축구장","경상남도 양산시 어곡동 859"
"경기도","N",168,"20211122","정상운영","2023-04-17","없음","18623",390,"1층","","축구","화성시","구문천리","화성시","18623","","2023-04-17","신고","경기도","주식회사 향남유나이티드","경기도 화성시 향남읍 장안로 795","Y","체육교습업","경기도 화성시 향남읍 구문천리 348-3"
"경기도","N",169,"20230410","정상운영","2023-04-17","실내","11458",434,"","","축구","양주시","고암동","양주시","11458","","2023-04-17","신고","경기도","양주탑클래스FC","경기도 양주시 청담로243번길 24 (고암동)","Y","체육교습업","경기도 양주시 고암동 341-5"
"경기도","N",170,"20211119","정상운영","2022-01-06","실내","",0,"","ObuJj5bBbF14mK3SYzseSwwen6h3gOrbtlHsRDA+aAc=","축구","의정부시","낙양동","의정부시","","","2023-05-11","신고","경기도","의정부 축구센터","","Y","체육교습업","경기 의정부시 낙양동 769"
"경기도","N",171,"20210428","정상운영","2021-06-10","없음","15802",593,"4층","K+dQiF+3DQ8QilLy72mpTMVrcxF4nz7D/nJP6CAbIHo=","축구","군포시","산본동","군포시","15802","","2023-05-09","신고","경기도","Top N Top 스포츠클럽","경기도 군포시 고산로 691 (산본동)","Y","체육교습업","경기도 군포시 산본동 1060-2"
"경기도","N",172,"20220801","정상운영","2023-04-17","없음","18569",489,"2층","","축구","화성시","","화성시","18569","070-8210-0846","2023-04-17","신고","경기도","주식회사 화성유소년축구클럽","경기도 화성시 우정읍 기아자동차로 562","Y","체육교습업","경기도 화성시 우정읍 화산리 664-35"
"경기도","N",173,"20230302","정상운영","2023-03-31","없음","16804",300,"","","축구","용인시","성복동","용인시","16804","031-896-1733","2023-03-31","신고","경기도","PPC축구교실","경기도 용인시 수지구 성복2로 369 (성복동)","Y","체육교습업","경기도 용인시 수지구 성복동 628-13"
"경상남도","N",174,"19999999","정상운영","2016-12-31","실외","50525","","","zocqnhElgN/5lI4S9DD0VvFISTdAb76VG2V9daM3GTo=","축구장","양산시","삼호동","양산시","50525","055-392-3404","2023-02-23","공공","경상남도","(축구장-03) 서창운동장","경상남도 양산시 대운9길 16-85(삼호동)","N","축구장","경상남도 양산시 삼호동 산34"
"경상남도","N",175,"19999999","정상운영","2016-12-31","없음","50516","","","oRrqii6W6KZ841laf1bjFp3sC/io8kG4cYo6EY8T5kk=","축구장","양산시","소주동","양산시","50516","055-392-6183","2023-02-23","공공","경상남도","(축구장-05) 웅상생활체육공원","경상남도 양산시 소주공단5길 79-55 (소주동)","N","축구장","경상남도 양산시 소주동 1112-28 웅상생활체육공원"
"경상남도","N",176,"19999999","정상운영","2021-07-29","실외","","","","UpSUi/+1jFgfQRtPQixJQLUBq7OxzRnREKCdF+tqrcA=","축구장","양산시","덕계동","양산시","","055-392-3404","2023-02-23","공공","경상남도","(축구장-09) 덕계체육공원","경남 양산시 덕계동 산 39-2","N","축구장","경남 양산시 덕계동 산 39-2"
"경상남도","N",177,"19999999","정상운영","2023-01-30","실외","50613","","","kYOqUOb+eUZiUAnKRV/LshY2kBzQm2+1JFzZ4ZO+7RY=","축구장","양산시","가촌리","양산시","50613","055-392-7015","2023-02-23","공공","경상남도","(축구장-08) 물금체육공원","경상남도 양산시 물금읍 백호로 23","N","축구장","경상남도 양산시 물금읍 가촌리 1312-4"
"경상남도","N",178,"19999999","정상운영","2020-02-25","실외","50647","","","iFmEWy7FEm7RKLOyhkUJOT15X0v+5wWa/W2fzgWrXzE=","축구장","양산시","여락리","양산시","50647","055-392-7104","2023-02-23","공공","경상남도","(축구장-12) 동면상동체육공원","경상남도 양산시 동면 여락송정로 100","N","축구장","경상남도 양산시 동면 여락리 299 상동체육공원"
"경상남도","N",179,"19999999","정상운영","2016-12-31","실외","50639","","","ROpvzpLGxtr2/rD/wYJi8JYPM8HJ0o01k7udkgu5scs=","축구장","양산시","금산리","양산시","50639","055-392-5483","2023-02-23","공공","경상남도","(축구장-07) 수질정화공원 제2구장","경상남도 양산시 동면 강변로 54","N","축구장","경상남도 양산시 동면 금산리 1216-27"
"경상남도","N",180,"19999999","정상운영","2016-12-31","실외","50639","","","HhrdOklSgHZMS2gAJnFeflSIB3AJU2oJ4zNRts+ZC8c=","축구장","양산시","금산리","양산시","50639","055-379-8530","2023-02-23","공공","경상남도","(축구장-06) 수질정화공원 제1구장","경상남도 양산시 동면 강변로 54","N","축구장","경상남도 양산시 동면 금산리 1216-27"
"경상남도","N",181,"19999999","정상운영","2021-11-04","실외","","","","OZzTS/ksfLRmtX6DCzg7EqBhkUH10YIjvhM/wlSUmaA=","축구장","양산시","가산리","양산시","","055-392-3404","2023-02-23","공공","경상남도","(축구장-14) 가산수변공원","경남 양산시 동면 가산리 814","N","축구장","경남 양산시 동면 가산리 814"
"경상남도","N",182,"19999999","정상운영","2021-11-04","실외","","","","BOZ7DsQcMnOT4V+SM/xLzBje6trUK9Y1x9X5prdl3Fg=","축구장","양산시","용당리","양산시","","055-392-3404","2023-02-23","공공","경상남도","(축구장-15) 가야진사공원","경남 양산시 원동면 용당리 490","N","축구장","경남 양산시 원동면 용당리 490"
"경상남도","N",183,"19999999","정상운영","2021-11-03","실외","50561","","","mEqe5sSojLrUneTGiK6Ox/HNt9ZLIX+J2YLiz2ANFoM=","축구장","양산시","석계리","양산시","50561","055-392-3404","2023-02-23","공공","경상남도","(축구장-10) 천성산체육공원","경상남도 양산시 상북면 봉수대길 29-10","N","축구장","경상남도 양산시 상북면 석계리 1166"
"경상북도","N",184,"20090511","정상운영","2023-03-31","실외","38637","","","","축구장","경산시","상방동","경산시","38637","053-810-5979","2023-03-31","공공","경상북도","경산생활체육공원족구장","경상북도 경산시 남매로 100 (상방동)","N","축구장","경상북도 경산시 상방동 10 경산생활체육공원"
"서울특별시","N",185,"20211020","정상운영","2022-03-07","실내","08226",226,"대상빌딩 2층 (고척동)","2aQe/e5/0wJwuuDfyJKdTH4r4hhphP9aFUuiFtYKLQA=","축구","구로구","","구로구","08226","","2023-02-23","신고","서울특별시","구로주니어 풋볼 클럽","서울특별시 구로구 경서로 12(고척동)","Y","체육교습업","서울특별시 구로구 고척동 94-7 대상빌딩"
"경기도","N",186,"20230127","정상운영","2023-04-02","없음","12919",485,"에이스프라자 5층 (풍산동)","","축구","하남시","","하남시","12919","031-794-4050","2023-04-02","신고","경기도","송종국축구교실 하남2호점","경기도 하남시 미사강변대로34번안길 19 (풍산동)","Y","체육교습업","경기도 하남시 풍산동 517-2 에이스프라자"
"경기도","N",187,"20230126","정상운영","2023-03-28","없음","16329",372,"경기서적 8층 (천천동)","","축구","수원시","","수원시","16329","","2023-03-28","신고","경기도","경수유소년스포츠클럽","경기도 수원시 장안구 덕영대로535번길 38(천천동)","N","체육교습업","경기도 수원시 장안구 천천동 524-3 경기서적"
"경상북도","N",188,"20230317","정상운영","2023-04-17","없음","37811",1501,"","","축구","포항시","해도동","포항시 남구","37811","054-282-7999","2023-04-18","신고","경상북도","제이앤제이 풋볼 아카데미","경상북도 포항시 남구 희망대로 921 (해도동)","Y","체육교습업","경상북도 포항시 남구 해도동 170-25"
"인천광역시","N",189,"20220914","정상운영","2023-04-05","없음","21986",0,"(송도동, 송도더샵그린스퀘어)","","축구","연수구","송도동","연수구","21986","","2023-04-05","신고","인천광역시","APT스포츠","인천광역시 연수구 송도문화로28번길 81 (송도동, 송도더샵그린스퀘어)","Y","체육교습업","인천광역시 연수구 송도동 192-1 송도더샵그린스퀘어"
"경상북도","N",190,"20210225","정상운영","2021-06-24","없음","37579",1620,"","dsdEB5ZNv80S+ITm9TXkrE1JvvlFvpNGfufuiqbCoSA=","축구","포항시","장성동","포항시","37579","","2023-02-24","신고","경상북도","리더유소년축구센터북구팀(본)점","경상북도 포항시 북구 장량로17번길 31-12 (장성동)","Y","체육교습업","경상북도 포항시 북구 장성동 1504-4"
"경상북도","N",191,"20230223","정상운영","2023-02-24","실외","38650",4860,"축구장","","축구","경산시","백천동","경산시","38650","","2023-02-24","신고","경상북도","BK축구센터","경상북도 경산시 경청로214길 2-5(백천동)","Y","체육교습업","경상북도 경산시 백천동 463-3 지니어스 어린이집"
"경기도","N",192,"20230314","정상운영","2023-04-18","없음","18298",242,"","","축구","화성시","","화성시","18298","070-4024-0331","2023-04-29","신고","경기도","지에프풋볼아카데미","경기도 화성시 봉담읍 새말안길 59-8","Y","체육교습업","경기도 화성시 봉담읍 동화리 287-1"
"경기도","N",193,"20230324","정상운영","2023-03-27","없음","10131",424,"","","축구","김포시","태리","김포시","10131","","2023-03-27","신고","경기도","윤영주 축구교실","경기도 김포시 고촌읍 태리로190번길 80-20","Y","체육교습업","경기도 김포시 고촌읍 태리 134-9"
"세종특별자치시","N",194,"20210507","정상운영","2022-08-26","없음","30064",396,"메가시티 314,315호 (종촌동)","/344Pl1aQDjZpMkOAAz0ija+53iYdHvilE2VBNK/ZqU=","축구","세종시","종촌동","세종시","30064","","2023-02-25","신고","세종특별자치시","세종글로벌유소년풋볼클럽","세종특별자치시 도움1로 106, 메가시티 314,315호 (종촌동)","Y","체육교습업","세종특별자치시 종촌동 672 메가시티 "
"경기도","N",195,"20230316","정상운영","2023-05-15","없음","17098",246,"3층 (영덕동)","","축구","용인시","영덕동","용인시 기흥구","17098","1811-7773","2023-05-15","신고","경기도","퍼시픽스포츠그룹 청명점","경기도 용인시 기흥구 청명산로 125 (영덕동)","Y","체육교습업","경기도 용인시 기흥구 영덕동 130-12"
"경기도","N",196,"20230228","정상운영","2023-03-28","없음","14593",248,"정우프라자 지하1층 1호 (상동)","","축구","부천시","상동","부천시","14593","","2023-03-28","신고","경기도","캐논FC","경기도 부천시 장말로 1(상동)","Y","체육교습업","경기도 부천시 상동 584-6 정우프라자"
"경기도","N",197,"20230321","정상운영","2023-03-28","실외","18126",199,"","","축구","오산시","가수동","오산시","18126","031-373-0567","2023-05-03","신고","경기도","제이 앤 에스 풋볼아카데미","경기도 오산시 수목원로88번길 23-14(가수동)","Y","체육교습업","경기도 오산시 가수동 191"
"인천광역시","N",198,"20230216","정상운영","2023-03-13","실내","22866",320,"ABM타워 806~809호 (원당동)","","축구","서구","원당동","서구","22866","032-273-2731","2023-04-26","신고","인천광역시","드리머스 축구클럽","인천광역시 서구 이음대로 388(원당동)","Y","체육교습업","인천광역시 서구 원당동 1041-3 ABM타워"
"경기도","N",199,"20230220","정상운영","2023-04-18","없음","18316",411,"","","축구","화성시","","화성시","18316","","2023-04-19","신고","경기도","최준형 봉담축구센터","경기도 화성시 봉담읍 샘마을길 39","Y","체육교습업","경기도 화성시 봉담읍 상리 11-4"
"경상북도","N",200,"20230310","정상운영","2023-04-05","실외","38094",901,"(용강동)","","축구","경주시","","경주시","38094","","2023-04-05","신고","경상북도","조이유소년축구클럽","경상북도 경주시 다불로 141 (용강동)","Y","체육교습업","경상북도 경주시 용강동 94-1"
"경기도","N",201,"20230329","정상운영","2023-04-06","실외","11480",2234,"(고읍동)","","축구","양주시","","양주시","11480","","2023-04-06","신고","경기도","공존풋살파크 양주점","경기도 양주시 청담로84번길 36-51 (고읍동)","Y","체육교습업","경기도 양주시 고읍동 176-10"
"경기도","N",202,"20210202","정상운영","2023-04-18","없음","18242",470,"6층 (새솔동)","","축구","화성시","","화성시","18242","","2023-04-19","신고","경기도","퍼스트 스포츠 아카데미","경기도 화성시 노들길 6-12, 6층 (새솔동)","Y","체육교습업","경기도 화성시 새솔동 99-3 "
"대전광역시","N",203,"20230417","정상운영","2023-04-20","실외","35230",1929,"","","축구","서구","둔산동","서구","35230","","2023-04-20","신고","대전광역시","에스풋볼아카데미 둔산점","대전광역시 서구 대덕대로185번길 46 (둔산동)","Y","체육교습업","대전광역시 서구 둔산동 1079 트라이얼스타"
"경기도","N",204,"19999999","정상운영","2016-12-19","실외","18358",33057,"","PLoE3/07c4QPHKshPeZ+Dawp5v0EKeaEHu122LNIqMg=","축구장","수원시","송산동","화성시","18358","031-228-4302","2023-03-29","공공","경기도","화산체육공원","경기도 화성시 태안로 263 (송산동)","N","축구장",""
"전라남도","N",205,"20051001","정상운영","2016-12-31","실외","57793",819,"","KlMLtVUbuoIx6H8rfdWUH7kYLGBM3lnT5YUmM6QvK3w=","축구장","광양시","중동","광양시","57793","","2023-03-29","공공","전라남도","환경사업소축구장","전라남도 광양시 중마로 60 (중동)","N","축구장",""
"전라남도","N",206,"20230117","정상운영","2023-03-29","없음","58567",333,"신협프라자 201호","","축구","무안군","남악리","무안군","58567","","2023-03-29","신고","전라남도","남악축구클럽","전라남도 무안군 삼향읍 대죽동로16번길 22","Y","체육교습업","전라남도 무안군 삼향읍 남악리 2261"
"경기도","N",207,"20211104","정상운영","2021-12-30","실내","17405",298,"","OzKrv+KYNZiks4PQZwU5YVW/RpUc3GmxmnlKNkjp+1I=","축구","이천시","가산리","이천시","17405","","2023-05-09","신고","경기도","세계로 풋볼아카데미","경기도 이천시 부발읍 황무로 1976-10","Y","체육교습업","경기도 이천시 부발읍 가산리 422-4"
"인천광역시","N",208,"20220228","정상운영","2022-11-23","실외","22661",2150,"","u+NJ0wrs8i5+mDpWBs870xpbh0jlyjc8/ynw8UATrw4=","축구","서구","왕길동","서구","22661","","2023-03-30","신고","인천광역시","에피립토 풋볼클럽","인천광역시 서구 원당대로 331-14(왕길동)","Y","체육교습업","인천광역시 서구 왕길동 64-284"
"전라남도","N",209,"20060101","정상운영","2016-12-31","없음","535871","","","TvEOIwxD+N48bc96JRz5Pa1GimrtGLKgwahN8rEjWdY=","축구장","신안군","","신안군","535871","","2017-02-17","공공","전라남도","자은두모운동장","자은면 송산리 산65","N","축구장",""
"전라남도","N",210,"19990101","정상운영","2016-12-31","실내외","59004",5242,"","tkte8zAS7rcvRiwbvtTBW70t+gD2NTIxY7IT7h9EaTE=","축구장","해남군","학동리","해남군","59004","061-530-5541","2021-08-10","공공","전라남도","우수영축구장","전라남도 해남군 문내면 관광레저로 12-36","N","축구장","전라남도 해남군 문내면 학동리 1035 우수영유스호스텔"
"경기도","N",211,"20210827","정상운영","2021-11-11","없음","11947",197,"3층 (토평동)","dXK6CKViVtrC87JAkbS2E5KOOr2t4w+PW4JasSnMtr8=","축구","구리시","","구리시","11947","","2023-05-09","신고","경기도","샤인풋볼클럽","경기도 구리시 장자대로 149(토평동)","Y","체육교습업","경기도 구리시 토평동 611-33"
"경기도","N",212,"20230228","정상운영","2023-05-15","없음","12644",684,"(교동)","","축구","여주시","","여주시","12644","","2023-05-15","신고","경기도","주니스타FC","경기도 여주시 향교2길 6 (교동)","Y","체육교습업","경기도 여주시 교동 234"
"인천광역시","N",213,"20210527","정상운영","2023-03-15","없음","22001",227,"2층 201호~203호","","축구","연수구","송도동","","22001","","2023-05-10","신고","인천광역시","쿨키즈 축구교실","인천광역시 연수구 신송로 164(송도동)","Y","체육교습업","인천광역시 연수구 송도동 20-18"
"경상남도","N",214,"19999999","정상운영","2023-03-14","실외","50246","","","","축구장","합천군","초계리","합천군","50246","055-930-4933","2023-03-14","공공","경상남도","초계대공원 축구장","경상남도 합천군 초계면 동부로 1240","N","축구장","경상남도 합천군 초계면 초계리 4-1"
"경상남도","N",215,"19999999","정상운영","2023-03-14","실외","50213","","","","축구장","합천군","손목리","합천군","50213","055-930-4933","2023-03-14","공공","경상남도","대병체육공원 축구장","경상남도 합천군 용주면 황계폭포로 1444-15","N","축구장","경상남도 합천군 용주면 손목리 136-1"
"경기도","N",216,"20220511","정상운영","2022-05-30","실내","10865",51,"602(일부)호","NSqo7YmqwusVwKW8/9h2cu2YkxPF46Et3CA7GQwpnGc=","축구","파주시","다율동","파주시","10865","031-946-4856","2023-05-10","신고","경기도","다율에프씨","경기도 파주시 해올2길 7(다율동)","Y","체육교습업","경기도 파주시 다율동 0"
"충청남도","N",217,"20230316","정상운영","2023-04-23","없음","31733",230,"","","축구","당진시","기지시리","당진시","31733","","2023-04-23","신고","충청남도","리틀스타FC 축구교실","충청남도 당진시 송악읍 틀모시로 768-17","Y","체육교습업","충청남도 당진시 송악읍 기지시리 153-56"
"경기도","N",218,"","정상운영","2016-12-31","","",280,"","D0Q/Z8VoSuLr9FpGRYwuqVlQMKKuLHu/3e4E8sdYIS8=","축구장","화성시","","화성시","","","2020-07-27","공공","경기도","비봉인조잔디축구장","","N","축구장","비봉면 유포리 일원 비봉인공습지"
"경기도","N",219,"19999999","정상운영","2016-12-31","실외","12000","","","FS9x6R2/76XWVhyEi1SGiZSalhggmdHw6CBP4dQpQ6o=","축구장","남양주시","부평리","남양주시","12000","031-590-5820","2021-04-05","공공","경기도","부평리인조잔디구장","경기도 남양주시 진접읍 부마로106번길 136-1","N","축구장","경기도 남양주시 진접읍 부평리 59-1"
"경기도","N",220,"19999999","정상운영","2023-04-24","실외","11812","","","","축구장","의정부시","민락동","의정부시","11812","031-928-5980","2023-04-24","공공","경기도","활기축구장","경기도 의정부시 민락로 299 (민락동)","N","축구장","경기도 의정부시 민락동 888"
"서울특별시","N",221,"20230418","정상운영","2023-05-12","없음","07582",410,"인방빌딩 지1층 (등촌동)","","축구","강서구","등촌동","강서구","07582","","2023-05-12","신고","서울특별시","강서풋볼아카데미","서울특별시 강서구 강서로68길 12 (등촌동)","Y","체육교습업","서울특별시 강서구 등촌동 683 인방빌딩"
"대구광역시","N",222,"20221205","정상운영","2023-05-19","없음","42922",564,"","","축구","달성군","세천리","달성군","42922","","2023-05-20","신고","대구광역시","비젼풋볼클럽","대구광역시 달성군 다사읍 세천로7길 22-8","Y","체육교습업","대구광역시 달성군 다사읍 세천리 1678-8"
"경기도","N",223,"20210820","폐업","2021-08-24","없음","16672",356,"","6cp/8R/6dMU/g1ageeVsl9nP9Wz18ZwkS3FRJ65BECg=","축구","수원시","곡반정동","수원시 권선구","16672","","2023-05-18","신고","경기도","피크 퍼포먼스","경기도 수원시 권선구 경수대로54번길 54(곡반정동)","Y","체육교습업","경기도 수원시 권선구 곡반정동 604-7"
"경기도","N",224,"20210114","정상운영","2021-05-11","실내","11775",243,"우정프라자 301, 302, 303호 (신곡동)","RpPkZmytRhFf12E4ilnq1qTag5LovEA+2v+0niPZjmE=","축구","의정부시","신곡동","의정부시","11775","","2023-05-11","신고","경기도","의정부 LKFC 유소년 축구클럽","경기도 의정부시 장곡로596번길 15 (신곡동)","Y","체육교습업","경기도 의정부시 신곡동 760-3 우정프라자"
"경기도","N",225,"19999999","정상운영","2023-05-17","없음","","","","","축구장","남양주시","별내동","남양주시","","031-590-4941","2023-05-17","공공","경기도","별내동 축구장(유소년)","","N","축구장","경기 남양주시 별내동 908"
"경기도","N",226,"19999999","정상운영","2023-05-17","없음","","","","","축구장","남양주시","별내동","남양주시","","031-590-4941","2023-05-17","공공","경기도","별내동 축구장(인조잔디, 풋살)","","N","축구장","경기 남양주시 별내동 863"
"경기도","N",227,"20210114","정상운영","2021-06-10","실내","15828",417,"","5/3elmLmgm3JNB4QbUgYrmaELj9SHwDcihgXhYOSIso=","축구","군포시","금정동","군포시","15828","031-395-3690","2023-05-12","신고","경기도","주식회사 퍼스트스포츠아카데미","경기도 군포시 번영로587번안길 63 (금정동)","Y","체육교습업","경기도 군포시 금정동 719-2 소명빌딩"
"충청북도","N",228,"20210414","정상운영","2021-06-01","실내","27351",298,"","/OOMHT7GPgk4tV5ZRSpQahx/gwzX71mwsCXzLZhwfj8=","축구","충주시","연수동","충주시","27351","","2023-05-12","신고","충청북도","아주풋살장 아주유소년 축구교실","충청북도 충주시 계명대로 215 (연수동)","Y","체육교습업","충청북도 충주시 연수동 1485 부광빌딩"
"전라남도","N",229,"20210602","정상운영","2021-06-21","실내","58016",180,"","NUoKhA3CCg4sMVMvanCHnAuav3741BsZk0eOWNf11ZE=","축구","순천시","신대리","순천시","58016","","2023-05-12","신고","전라남도","대국유소년스포츠","전라남도 순천시 해룡면 신대로 22","Y","체육교습업","전라남도 순천시 해룡면 신대리 2038"
"경기도","N",230,"","정상운영","2016-12-31","","476824","","","D+FaCh4t076x5ZGeqkFE3S7yq4le0Ndi94kBaL+MRuw=","축구장","양평군","","하남시","476824","","2020-07-27","공공","경기도","양서레포츠공원축구장","양서면 용담리 425번지","N","축구장","경기 양평군 양서면 용담리 425"
"경상남도","N",231,"20230512","정상운영","2023-05-16","실내","50989",430,"","","축구","김해시","대청동","김해시","50989","","2023-05-16","신고","경상남도","한상운풋볼스튜디오","경상남도 김해시 번화1로84번길 28 (대청동)","Y","체육교습업","경상남도 김해시 대청동 72-4"
"경상남도","N",232,"20230324","정상운영","2023-03-27","없음","50422",4144,"밀성초등학교 (내이동)","","축구","밀양시","","밀양시","50422","","2023-05-16","신고","경상남도","밀양밀성풋볼스포츠클럽","경상남도 밀양시 석정로 139(내이동)","Y","체육교습업","경상남도 밀양시 내이동 593-1 밀성초등학교"
"경기도","N",233,"20220401","폐업","2022-06-15","없음","10069",197,"","gYULH1euddoPFAoU6H1a/KEdwa5qQ4YHLn+ianFwl/g=","축구","김포시","","김포시","10069","","2023-05-12","신고","경기도","안정환에프씨김포점","경기도 김포시 양촌읍 향동로21번길 31-3","Y","체육교습업","경기도 김포시 양촌읍 대포리 42-11"
