addr_ctpv_nm,stand_seat_cnt,nation_yn,row_num,base_ymd,fmng_dept_nm,faci_stat_nm,faci_mng_type_cd,fmng_type_gb_nm,reg_dt,fmng_cpb_nm,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_cd_hash,fmng_cp_nm,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_mng_user_telno,faci_nm,faci_road_addr,cp_ymd,atnm_chk_yn,fcob_nm,faci_addr,stand_cpt_psn_cnt,ssm_dsn_yn
"인천광역시","","N",101,"","","정상운영","","지자체","2016-12-31","남동구","","","","","NwPWSbdF0aBcfvtNDQux8D3O6C4GyKJwXf7VO7g0t+g=","인천광역시","테니스장","남동구","","남동구","","","","2020-07-27","공공","인천광역시","","남동종합문화체육4호광장테니스장","","","N","테니스장","","",""
"충청남도","","N",102,"","","정상운영","","지자체","2016-12-31","천안시","","","",106,"6iK+pi27hjyWeN5mdbRWswTE1oiDK63wekLLLtjrg2I=","충청남도","테니스장","천안시","","천안시","","","","2020-07-27","공공","충청남도","","병천체육시설","","","N","테니스장","",200,""
"강원도","","N",103,"","해안면사무소","정상운영","","지자체","2016-12-31","양구군","","","","","T1XyQu3axfHYxQWXZ/GdOatxxwbXJtBVgqptQiRE0Hk=","강원도","테니스장","양구군","","양구군","","033-480-2961","","2020-07-27","공공","강원도","033-480-2961","해안면테니스장","","","N","테니스장","","",""
"전라남도","","N",104,"","문화예술과","정상운영","자체운영        ","지자체","2016-12-31","고흥군","실외","34.6155235387","59536",94,"rSWAMI16c2tYGDYW46QKhbUsFkQtqofRA11v5OpRU1M=","전라남도","테니스장","고흥군","호형리","고흥군","59536","061-830-6719","127.3003186297","2020-01-30","공공","전라남도","061-830-6728","고흥생활체육공원 테니스장","전라남도 고흥군 고흥읍 고흥로 1892-67","","N","테니스장","전라남도 고흥군 고흥읍 호형리 914","","X"
"전라북도","","N",105,"20050205","체육진흥과","정상운영","","지자체","2016-12-31","전주시","","","",106,"jxU9WEX1jBZicdzTlrO7IjbQhI67FVX+mvBPxQvYqzE=","전라북도","테니스장","전주시","","전주시","","281-2937","","2016-12-31","공공","전라북도","063-281-2937","덕진체련공원테니스장","","20050205","N","테니스장","","",""
"강원도","","N",106,"","삼척시청 (문화공보실)","정상운영","위탁운영        ","지자체","2016-11-07","삼척시","","37.2384622608","25948",43,"I7jE+NLr37TfEAo+Hm3kp2o+KVZHSZpsxyTBIgD8eAg=","강원도","테니스장","삼척시","도계리","삼척시","25948","","129.0464236495","2020-07-27","공공","강원도","","도원테니스장","강원도 삼척시 도계읍 도계우회로 74","","N","테니스장","강원도 삼척시 도계읍 도계리 315-2",50,""
"경기도","","N",107,"19990101","시설운영팀","정상운영","자체운영        ","지자체","2016-12-31","파주시","실외","37.8403395455","413901","","VJgC3yC1o9A7AVdS7erdf44d7XpQQ/Rq1E0dwJ+NcwM=","경기도","테니스장","파주시","","파주시","413901","031-940-5235","126.746396995","2021-06-10","공공","경기도","031-940-5234","탄현체육공원 테니스장","문산읍 내포리 산140-1","","N","테니스장","","","N"
"경기도","","N",108,"19999999","체육팀","정상운영","위탁운영        ","지자체","2016-12-31","가평군","실외","37.8258780012899","12416",580,"hQOGSuBQAi2GH17msiwfsTm4tEO15UcEBa9H1+L30UQ=","경기도","테니스장","가평군","대곡리","가평군","12416","031-8078-8087","127.50390724617897","2021-04-26","공공","경기도","031-580-2147","가평테니스장","경기도 가평군 가평읍 문화로 131","","N","테니스장","","","X"
"강원도","","N",109,"20060101","신동읍사무소","정상운영","자체운영        ","지자체","2016-12-31","정선군","실외","37.2201305540118","26141",70,"FX54h22siiYo5eFvW5ZR84qxkZoCJmBSUVapbnh4WxA=","강원도","테니스장","정선군","조동리","정선군","26141","033-560-2829","128.671545261665","2022-01-18","공공","강원도","033-560-2635","신동테니스장","강원도 정선군 신동읍 새골2길 3-1","20060101","N","테니스장","강원도 정선군 신동읍 조동리 223-1",100,"Y"
"대구광역시","","N",110,"20151030","원스톱기업지원과","정상운영","위탁운영        ","지자체","2016-11-07","","","35.8324360634","42718","","ZhkU6OdthxD49CEGwyRuMsfxitJDuGGELhZ80qvvJ04=","대구광역시","테니스장","","월암동","달서구","42718","053-586-2447","128.495556031","2016-12-20","공공","대구광역시","053-803-6034","성서산업단지체육시설내테니스장","대구광역시 달서구 성서공단로22길 25 (월암동)","20151030","N","테니스장","대구광역시 달서구 월암동  1-18","",""
"전라남도",1675,"N",111,"20030320","체육시설 관 리 과","정상운영","","지자체","2016-12-31","목포시","","","","","6rCtX3d0E+LUDSAqQ3T0p96Pi7YD2OM2hP04lNmOJG8=","전라남도","테니스장","목포시","","목포시","","061-284-2035","","2016-12-31","공공","전라남도","061-284-2035","부주산테니스장","","20030320","N","테니스장","",2500,""
"전라남도",1220,"N",112,"19950520","체육지원과","정상운영","위탁운영        ","지자체","2016-11-07","여수시","실외","34.76099405949065","59715",384,"EtEdPacidp/2T8nxt6YzqWBUtmTMTYNhkfokU9ljS2E=","전라남도","테니스장","여수시","오림동","여수시","59715","061-659-4680","127.72288745222992","2016-12-20","공공","전라남도","061-659-4683","진남테니스장","전라남도 여수시 진남체육관길 74 (오림동)","19950520","N","테니스장","전라남도 여수시 오림동  104 진남경기장",1500,""
"전라남도",200,"N",113,"20190101","","정상운영","자체운영        ","지자체","2016-12-31","함평군","실외","35.0619191527","57156","","3hA7/F4AUs6T11hv/q36QnQ7U9bnQkdnUOW2adHOmvY=","전라남도","테니스장","함평군","내교리","함평군","57156","061-322-2613","126.5128246693","2022-10-31","공공","전라남도","061-322-2613","구룡테니스장","전라남도 함평군 함평읍 내대화길 77","20190101","N","테니스장","전라남도 함평군 함평읍 내교리 272 함평초등학교",200,"X"
"경상북도",166,"N",114,"","","정상운영","위탁운영        ","지자체","2016-11-07","영주시","실외","","",3209,"TdHSp8su0UEhYVsuismexYxXi6tws1vvRTR1P52qw8A=","경상북도","테니스장","영주시","","영주시","","","","2020-07-27","공공","경상북도","","영주시민테니스장","가흥1동 산21-1","","N","테니스장","가흥1동 산21-1",166,""
"충청북도",100,"N",115,"","체육시설사업소","정상운영","자체운영        ","지자체","2016-12-31","옥천군","실외","36.3030726096","29039",305,"iofOwTkg6OUAW8yOMlLXdzhq/YVynPF4UicUehdmbt8=","충청북도","테니스장","옥천군","문정리","옥천군","29039","043-730-4884","127.5758050968","2020-07-27","공공","충청북도","043-730-4884","옥천공설정구장","충청북도 옥천군 옥천읍 관성로 53","","N","테니스장","",150,"X"
"서울특별시","","N",116,"","공원녹지과","정상운영","","지자체","2016-12-31","노원구","실외","37.6444174544","139050","","GSpPUlgG1FCCLaMF691sdjmbmx7ZcuqTExGUk2jBCR0=","서울특별시","테니스장","노원구","","노원구","139050","2289-6854","127.050816462","2020-07-27","공공","서울특별시","02-2289-6854","초안산근린공원테니스장","월계동 산 1","","N","테니스장","서울 노원구 월계동 산 1","",""
"경기도",150,"N",117,"20020101","교육체육과","정상운영","","지자체","2016-12-31","김포시","실외","37.6083783868","415810",95,"gtksxOG3JSoUjI21giLvyyj4XHDBaKFJmNlKFwu4E3s=","경기도","테니스장","김포시","","김포시","415810","031-985-0990","126.766811186","2019-01-30","공공","경기도","031-980-2586","고촌파르코스공원테니스장","고촌면 신곡리 산58-12","20020101","N","테니스장","경기 김포시 고촌읍 신곡리 산 58-12",200,""
"전라북도","","N",118,"","시설관리사업소","정상운영","자체운영        ","지자체","2016-12-31","정읍시","실외","35.5574010968","56190","","+ugli1a6ZQT1Id3ZWm7QloCO525R6QYOOzGsN4cQ/0I=","전라북도","테니스장","정읍시","상동","정읍시","56190","","126.8659458072","2020-07-27","공공","전라북도","063-539-5255","상동테니스장","전라북도 정읍시 상동중앙로 2 (상동)","","N","테니스장","","",""
"충청북도",96,"N",119,"20121215","영동군시설사업소","정상운영","위탁운영        ","지자체","2016-12-31","영동군","실내","36.1649761921","29150",2998,"1VXdqKilx0YY90niDZK5vm3/RcehGblse6HTQe/OZXM=","충청북도","테니스장","영동군","매천리","영동군","29150","043-740-5995","127.7832989157","2017-11-17","공공","충청북도","043-740-5995","실내테니스장","충청북도 영동군 영동읍 영동황간로 123","20121215","N","테니스장","",450,""
"강원도","","N",120,"","문화관광체육과","폐업","자체운영        ","지자체","2016-11-07","영월군","실내외","37.18589063283667","26234","","WakpB0/keWmmkeOaJUFDxr/p3a/xfT2EAcXAFcWdH20=","강원도","테니스장","영월군","하송리","영월군","26234","","128.46131687365292","2020-07-27","공공","강원도","033-370-2918","구 보건소 테니스장","강원도 영월군 영월읍 하송로 46-43","","N","테니스장","",50,""
"경상북도",337,"N",121,"","문화체육시설사업소","정상운영","자체운영        ","지자체","2016-11-07","군위군","없음","36.2370957687","39013",5010,"9xymMhHjiKzP0SglY2w5CVHzMxkJVA23ERXeEQoxFa0=","경상북도","테니스장","군위군","동부리","군위군","39013","054-380-7982","128.573899516","2020-07-27","공공","경상북도","054-380-7213","군위종합테니스장","경상북도 군위군 군위읍 군청로 158","","N","테니스장","",337,"X"
"경상남도","","N",122,"","","정상운영","","지자체","2016-12-31","창원시","","","","","eRm6NJ2UKIPTQR+wgO641uie9XL0YLyWDMrVkikJW/I=","경상남도","테니스장","창원시","","창원시","","","","2020-07-27","공공","경상남도","","대방체육공원테니스장","","","N","테니스장","","",""
"전라북도","","N",123,"20061230","체육팀","정상운영","자체운영        ","지자체","2016-12-31","장수군","실외","35.7329761013","55607","","IkCbLjHtUfrCc1zPxwXXR9G7lODh1yne5PFvX0vPQVk=","전라북도","테니스장","장수군","봉덕리","장수군","55607","","127.5313889014","2017-02-06","공공","전라북도","063-350-5552","천천 전천후체육관 테니스장","전라북도 장수군 천천면 고금길 3","20061230","N","테니스장","","",""
"전라북도","","N",124,"","","정상운영","","지자체","2016-12-31","김제시","","","","","vjfvPG23fYdfM35+hzxxvILtNY6toLQyAX7ND7+wbj0=","전라북도","테니스장","김제시","","김제시","","","","2020-07-27","공공","전라북도","","시민운동장테니스장","","","N","테니스장","","",""
"경기도","","N",125,"","체육진흥과\r\n체육시설운영팀","정상운영","자체운영        ","지자체","2016-12-31","평택시","실외","36.9619249783","451803","","k3UPqXhO94hn94DWvOzTRNihkB+B+YY9cCAivAjiSkI=","경기도","테니스장","평택시","","평택시","451803","","127.052883556","2020-07-27","공공","경기도","031-8024-3391","안정근린공원팽성테니스장","팽성읍 송화리 27-4","","N","테니스장","","",""
"대전광역시","","N",126,"20140128","체육지원과","정상운영","위탁운영        ","지자체","2016-12-31","","실내","36.4315117281","34010",2599,"1HxkPGve3wL3Hf16qh8WI1OWCfNrvg2RvTtRYZHD7KM=","대전광역시","테니스장","","송강동","유성구","34010","042-610-2973","127.3867508204","2021-06-01","공공","대전광역시","042-270-4481","송강실내테니스장","대전광역시 유성구 대덕대로 1173 (송강동)","20140128","N","테니스장","","","X"
"경상남도",108,"N",127,"","교육체육과","정상운영","위탁운영        ","지자체","2016-12-31","거제시","실외","34.8518554921","53285","","46IywtcdeeTSlLuTG9zt9LlOIJ5ps3B6J7KCfpVtrh4=","경상남도","테니스장","거제시","서정리","거제시","53285","","128.5815351402","2020-07-27","공공","경상남도","055-639-3914","거제스포츠파크테니스장","경상남도 거제시 거제면 거제남서로 3485-17","","N","테니스장","",108,""
"경기도","","N",128,"20151116","문화관광체육과","정상운영","위탁운영        ","지자체","2016-11-07","의정부시","","37.755517169","11763",617,"RrhLMwN1KDKpTLHN0I6LZKo6I3p7d1nn8+XZXB9uGI8=","경기도","테니스장","의정부시","금오동","의정부시","11763","828-6882","127.0678504209","2020-07-27","공공","경기도","031-828-6882","행정타운실내배드민턴장","경기도 의정부시 금오로23번길 28 (금오동)","20151116","N","테니스장","경기도 의정부시 금오동  225-2","",""
"전라북도","","N",129,"","","정상운영","위탁운영        ","지자체","2016-11-07","군산시","실외","35.4001879296","",172,"HSYP6O9yoNUr6Cbvn44sUyhlek0kn9FAQabb5hfgcUo=","전라북도","테니스장","군산시","","군산시","","","127.373810683","2020-07-27","공공","전라북도","","월명공원테니스장","금동 9-1","","N","테니스장","금동 9-1",300,""
"경기도",38,"N",130,"20100423","체육진흥과 \r\n시설관리팀","정상운영","위탁운영        ","지자체","2016-11-07","부천시","실외","37.4985908965","14561",1304,"P+mMbsSoLBLKoEQ68kIZhsfFC6tX2OD40ZNXr8ZbqqE=","경기도","테니스장","부천시","원미동","부천시","14561","032-655-6196","126.7964200011","2022-07-18","공공","경기도","032-625-2501","원미운동장 테니스장","경기도 부천시 소사로 457 (원미동)","20100423","N","테니스장","경기도 부천시 원미동 14-1 원미공원테니스장",40,"N"
"전라남도","","N",131,"20020101","대불산단관리사업소","정상운영","위탁운영        ","지자체","2016-12-31","영암군","실외","34.756847372","58456","","W9AQTzJ0829KHBSRk29HvwOnu936/ENZTUGYGPYSoP8=","전라남도","테니스장","영암군","용앙리","영암군","58456","061-470-6891","126.4510445545","2022-05-19","공공","전라남도","061-470-6891","삼호테니스장","전라남도 영암군 삼호읍 대불주거9로 27","20020101","N","테니스장","","","X"
"경상남도","","N",132,"","","정상운영","","지자체","2016-12-31","창원시","","","","","NphJFZNPeEHKeivDV1y1GvmykIWEPnE4UjzY+4S+5d0=","경상남도","테니스장","창원시","","창원시","","","","2020-07-27","공공","경상남도","","중앙체육공원테니스장","","","N","테니스장","","",""
"대구광역시","","N",133,"19990101","대구환경공단(신천사업소)","정상운영","자체운영        ","지자체","2016-11-07","","실외","35.91163096246938","41480",1735,"hkNI5ONELV++XwFgSJD2B4eA20NpY2Rg5StVa6/sFMw=","대구광역시","테니스장","","서변동","북구","41480","053-605-8109","128.59805503175252","2022-05-06","공공","대구광역시","053-605-8108","신천하수처리장테니스장","대구광역시 북구 조야로2길 209 (서변동)","","N","테니스장","","","X"
"경기도","","N",134,"","기흥구 문화체육팀","정상운영","위탁운영        ","지자체","2016-11-07","용인시","없음","37.28851676595904","446599","","UYfC53SsZIjkcxWKAzI22TG2YxonEJ8Glt2bayiRTMU=","경기도","테니스장","용인시","신갈동","용인시","","031-324-6051","127.09854948015314","2020-07-27","공공","경기도","031-324-6051","신갈고가하부테니스장","","","N","테니스장","경기 용인시 기흥구 신갈동 536-27","","X"
"경기도","","Y",135,"","경영관리부","폐업","위탁운영        ","대한체육회","2016-11-07","","없음","37.54021798930124","12950","","pTgUDnhNk+QFXfxXSXuVJ3UYwz96J7iQKBCk6urhMOg=","","테니스장","","신장동","하남시","12950","033-0000-0000","127.21232647976653","2020-07-27","공공","","02-2144-8055","하남시테니스연합회신장코트","경기도 하남시 하남대로776번길 14-25 (신장동)","","N","테니스장","","","X"
"강원도",500,"N",136,"20060728","문화체육시설사업소","정상운영","위탁운영        ","지자체","2016-11-07","강릉시","","37.7746960009021","25474",173,"pvczvmGNSY9ClnKgpsGf2W6byV7gcoE8cjvU38N/uX0=","강원도","테니스장","강릉시","교동","강릉시","25474","","128.89659892421844","2016-12-26","공공","강원도","","강릉테니스장","강원도 강릉시 종합운동장길 69 (교동)","20060728","N","테니스장","강원도 강릉시 교동  2-10 강릉종합운동장",500,""
"충청남도","","N",137,"","","정상운영","","지자체","2016-12-31","아산시","","","","","UlNaKRfBfattriTxkKh2wJEp9R7/ke+U8n4NoF/+TVo=","충청남도","테니스장","아산시","","아산시","","","","2020-07-27","공공","충청남도","","강변테니스장","","","N","테니스장","","",""
"전라북도",150,"N",138,"","","정상운영","위탁운영        ","지자체","2016-11-07","군산시","","35.9508252454","54060","","Iyt0EWFgVfSccRHOJX6+w/LssuwCyBPfC57C0nQpqQc=","전라북도","테니스장","군산시","산월리","군산시","54060","","126.8156544099","2020-07-27","공공","전라북도","","군산국민체육센터테니스장","전라북도 군산시 대야면 석화로 63-15","","N","테니스장","전라북도 군산시 대야면 산월리 795-1 군산국민체육센터","",""
"경기도","","N",139,"","","정상운영","위탁운영        ","지자체","2016-11-07","여주시","","37.2017201422","469884","","9p3VIndxDAyBkdRDFTArnCTI1/cAb2hx3nXUVx8BW+k=","경기도","테니스장","여주시","","여주시","469884","","127.533727863","2020-07-27","공공","경기도","","가남체육공원테니스장","가남읍 태평리 533-2","","N","테니스장","경기 여주시 가남읍 태평리 533-2","",""
"충청남도",200,"N",140,"20180615","체육시설팀","정상운영","자체운영        ","지자체","2016-12-31","보령시","실내외","36.3137593924","33495","","C8fnojQ/D66NPfybqUz5SqEdEnwWRYdf7f8AP3wRZrg=","충청남도","테니스장","보령시","옥동리","보령시","33495","","126.6039302581","2018-05-16","공공","충청남도","041-930-4970","보령테니스장","충청남도 보령시 남포면 보령남로 347","20180615","N","테니스장","충청남도 보령시 남포면 옥동리 331-11",500,"Y"
"전라남도","","N",141,"19980101","체육지원과(망마관리팀)","정상운영","위탁운영        ","지자체","2016-11-07","여수시","실외","","59675",32,"WxShy0CQMvrvGF0OktRwclwoeHNHU26e9gwIEv6eQXI=","전라남도","테니스장","여수시","학동","여수시","59675","061-659-4670","","2020-07-27","공공","전라남도","061-659-4670","여천시립테니스장","전라남도 여수시 시청로 1 (학동)","19980101","N","테니스장","전라남도 여수시 학동 100 여수시청 본청사","","N"
"서울특별시","","N",142,"","공원녹지과","정상운영","자체운영        ","지자체","2016-12-31","용산구","실외","37.546072521","04417","","PFuPr4kZ1KL9wmNjYhxNKEDHiVSfPMp0xNpWVVWBp/I=","서울특별시","테니스장","용산구","한남동","용산구","04417","02-2199-7593","127.0028968751","2020-07-27","공공","서울특별시","02-2199-7593","응봉근린공원한남구민테니스장","서울특별시 용산구 한남대로 204 (한남동)","","N","테니스장","서울특별시 용산구 한남동 726-370","","X"
"경상남도","","N",143,"","교육체육과","정상운영","위탁운영        ","지자체","2016-12-31","거제시","실외","34.8823311824","53313",30,"HCf/4UxM2r3bJiYktpHKtM23t7PKWa6+5t8IE+TK84M=","경상남도","테니스장","거제시","능포동","거제시","53313","","128.7379766887","2020-07-27","공공","경상남도","055-639-3914","능포테니스장","경상남도 거제시 능포로8길 21 (능포동)","","N","테니스장","",200,""
"전라북도","","N",144,"","","정상운영","","지자체","2016-12-31","완주군","","","","","etNIzRetneTPR+scpMT4Qf9643Syk3NLQD3b61UR9Gk=","전라북도","테니스장","완주군","","완주군","","","","2020-07-27","공공","전라북도","","완주산업단지제2테니스장","","","N","테니스장","","",""
"경기도","","N",145,"","","정상운영","","지자체","2016-12-31","하남시","","","","","pFIFHRxvp86yA8GY1cmAUj3NMX2LHjps/29Fz9RicUU=","경기도","테니스장","양평군","","하남시","","","","2020-07-27","공공","경기도","","서종생활체육공원테니스장","","","N","테니스장","","",""
"경상남도",6401,"N",146,"20050205","","정상운영","","지자체","2016-12-31","창원시","실외","35.231066482","642080",1080,"XNN0k5AmtC8LcO/HLpTIswPiHMEQNpENkt40GFrKTCc=","경상남도","테니스장","창원시","","창원시","642080","","128.695694125","2016-12-31","공공","경상남도","","창원종합테니스장","토월동 709","20050205","N","테니스장","경남 창원시 성산구 토월동 709",6401,""
"경기도",585,"N",147,"","","정상운영","","지자체","2016-12-31","용인시","실내","37.2244376067","449728",2963,"/xI9hGyVgxzmi6lkxvE99PTlRuMA2R1Lou4AWMLnA1I=","경기도","테니스장","용인시","","용인시","449728","","127.188318998","2020-07-27","공공","경기도","","용인실내종합테니스장","남동 산38-2","","N","테니스장","경기 용인시 처인구 남동 산 38-2",585,""
"","","N",148,"","문화관광과","정상운영","위탁운영        ","지자체","2016-12-31","장흥군","실외","34.6755359204","529804",85,"tRIdyJ8pglw0grCrGkn9fzAQKIA+cYFuEAj7ezZkctA=","전라남도","테니스장","장흥군","","","","061-860-0256","126.8974369823","2020-07-27","공공","전라남도","061-860-0256","장흥공공테니스장","","","N","테니스장","전남 장흥군 장흥읍 남외리 2-9","","N"
"충청북도",1200,"N",149,"20120301","체육시설관리과","정상운영","위탁운영        ","지자체","2016-11-07","청주시","실외","35.9997244811","",7613,"i9BcWpLRiFWiVU03PVp3x0dJxp+A5kzzlwCv519SNzU=","충청북도","테니스장","청주시","","청주시","","043-271-9189","128.621559726","2016-12-23","공공","충청북도","043-271-9189","청주솔밭정구장","송정동 산10-1번지","20120301","N","테니스장","송정동 산10-1번지",1200,""
"전라북도","","N",150,"","","정상운영","","지자체","2016-12-31","완주군","","","","","4TsZL1Eoyjc9AQSxWOLTzhetlLkaMRICzn02eGiqgXM=","전라북도","테니스장","완주군","","완주군","","","","2020-07-27","공공","전라북도","","완주산업단지테니스장","","","N","테니스장","","",""
"경상남도","","N",151,"","","정상운영","","지자체","2016-12-31","김해시","","","","","6pIWtcDHHWVv9kSHJxEzNVcidLxNTZ1xkT9FPTWX0FE=","경상남도","테니스장","김해시","","김해시","","","","2020-07-27","공공","경상남도","","금병공원테니스장","","","N","테니스장","","",""
"인천광역시","","N",152,"","","정상운영","","지자체","2016-12-31","남동구","","","","","OnKmJHMB9MkoLeumWsIECl3XL1Di1xJ6YzaO4KJ9TOc=","인천광역시","테니스장","남동구","","남동구","","","","2020-07-27","공공","인천광역시","","남동공단근린공원테니스장","","","N","테니스장","","",""
"서울특별시","","N",153,"","공원조성과","정상운영","위탁운영        ","지자체","2016-11-07","동작구","실외","37.5084387381","156808","","mfOgwb049KssHGALg2zt4XRjaewH0l/7Kxp5QLYTlU4=","서울특별시","테니스장","동작구","","동작구","156808","02-817-2070","126.927266145","2020-07-27","공공","서울특별시","02-817-2070","노량진근린공원 테니스장","대방동 23-189","","N","테니스장","서울 동작구 대방동 23-189","",""
"충청북도","","Y",154,"19990101","선수촌운영부","정상운영","자체운영        ","대한체육회","2016-12-31","","실외","36.981867670585764","27809","","+eSyEJ+Y88+98JtD9acQZPMvheinrFJdNIjO21lPuKs=","","테니스장","진천군","회죽리","진천군","27809","043-531-0145","127.4222253322999","2022-10-27","공공","충청북도","043-531-0153","진천선수촌 테니스/정구장","충청북도 진천군 광혜원면 선수촌로 105","","N","테니스장","","","X"
"부산광역시",500,"N",155,"19990101","","정상운영","","지자체","2016-12-31","해운대구","","","","","61rnlDKPa7wI2s2T/iZkuXd/9MqoaYwvMVqnnoApABU=","부산광역시","테니스장","해운대구","","해운대구","","749-4122","","2016-12-31","공공","부산광역시","051-749-4122","좌동테니스장","","19990101","N","테니스장","","",""
"충청북도",20,"N",156,"20100831","자원순환과","정상운영","","지자체","2016-12-31","충주시","","","","","+WdAIfBxrNtKGsTTdqqJ1XgrlvPwee879WbV2OgxF1I=","충청북도","테니스장","충주시","","충주시","","043-845-0180","","2016-12-31","공공","충청북도","043-845-0180","충주시클린에너지파크테니스장","","20100831","N","테니스장","","",""
"강원도","","N",157,"","문화체육과","정상운영","자체운영        ","지자체","2016-12-31","양구군","실외","38.2043010669","24507","","7lPveKSv7GHUs4v0nwXPFrvzsQ2hNuACOkK4cI9nZYQ=","강원도","테니스장","양구군","임당리","양구군","24507","033-480-2941","128.0440260639","2020-07-27","공공","강원도","033-480-2319","동면테니스장","강원도 양구군 동면 금강산로 1717","","N","테니스장","강원도 양구군 동면 임당리 544","","N"
"광주광역시","","N",158,"","공원녹지과","정상운영","","지자체","2016-12-31","북구","","","","","aFV28zl2fV7tgUTBDtcAMS9QPqQ3QPGjthoVaLMb8RI=","광주광역시","테니스장","북구","","북구","","","","2020-07-27","공공","광주광역시","","중외공원테니스장","","","N","테니스장","","",""
"경상남도","","N",159,"","진해구청 문화위생과","정상운영","자체운영        ","지자체","2016-12-31","창원시","없음","35.1483610278","51702","","YYUNOG+71wldHDwVeh8xNxObRrq4lqS5hcVS6F9jNZ8=","경상남도","테니스장","창원시","도만동","창원시 진해구","51702","","128.6554537081","2020-07-27","공공","경상남도","055-5484-066","장복테니스장","경상남도 창원시 진해구 충무로 43 (도만동)","","N","테니스장","경상남도 창원시 진해구 도만동 1 진해공설운동장","","X"
"경기도","","N",160,"","평생교육체육과","정상운영","","지자체","2016-12-31","양주시","실외","37.7156412164","482812","","ty2wqb3GTjZWGw+54jgQzHFvBxcWECvOhJbdTjRvkbw=","경기도","테니스장","양주시","","양주시","482812","","126.940637762","2020-07-27","공공","경기도","","장흥테니스장"," 장흥면 일영리 155-2","","N","테니스장","경기 양주시 장흥면 일영리 155-2","",""
"전라남도",200,"N",161,"19900201","체육시설 관 리 과","정상운영","","지자체","2016-12-31","목포시","실외","35.4320035471","",103,"WqFt7g58GrswT3+iFfvdn9oH6Wl8IQvCFwBH6YuMnvs=","전라남도","테니스장","목포시","","목포시","","061-270-8372","129.172121179","2016-12-31","공공","전라남도","061-270-8372","유달시립정구장","","19900201","N","테니스장","용당동 1069",200,""
"서울특별시","","N",162,"20020101","문화체육과","정상운영","","지자체","2016-12-31","성북구","","","","","2tov1q5FVDR372y4tpElOgVr0Q254OiMhgQ/3eEF/ig=","서울특별시","테니스장","성북구","","성북구","","02-6925-7003","","2016-12-31","공공","서울특별시","02-6925-7003","정릉북악간이체육시설","","20020101","N","테니스장","","",""
"강원도","","N",163,"20040101","남면사무소","정상운영","자체운영        ","지자체","2016-12-31","정선군","실외","37.2516319350051","26146",60,"ZGMbwmBGWwnSbmaKIaGQyZx8iN73X2E0NoWnBct/GGg=","강원도","테니스장","정선군","무릉리","정선군","26146","","128.776681035644","2022-01-17","공공","강원도","033-560-2656","증산테니스장","강원도 정선군 남면 무릉1로 12","20040101","N","테니스장","강원도 정선군 남면 무릉리 425",50,"X"
"인천광역시","","N",164,"","","정상운영","","지자체","2016-12-31","남동구","","","","","DJXkrMLNQPiW84f3zjQusmHE0kpQ/SODXH9E2fXRvCM=","인천광역시","테니스장","남동구","","남동구","","","","2020-07-27","공공","인천광역시","","남동종합문화체육3호광장테니스장","","","N","테니스장","","",""
"경기도","","N",165,"","","정상운영","위탁운영        ","지자체","2016-11-07","여주시","","37.29575911","469811","","08cx0yMOYn4CwmXNerOgnIqYa+2h9DpKIaVYMHuGdGQ=","경기도","테니스장","여주시","","여주시","469811","","127.584128293","2020-07-27","공공","경기도","","능서레포츠공원테니스장","능서면 신지리 254-2","","N","테니스장","경기 여주시 능서면 신지리 254-2","",""
"전라남도",172,"N",166,"","스포츠산업담당","정상운영","자체운영        ","지자체","2016-12-31","완도군","실외","34.3171479166","59109",215,"ejpqFt3jiUlTopBi1WgMsZvFARSJQvNM6v1pk2nvW1Y=","전라남도","테니스장","완도군","가용리","완도군","59109","061-550-5466","126.7355675861","2020-07-27","공공","전라남도","061-550-5466","완도군립테니스장2","전라남도 완도군 완도읍 청해진동로 63","","N","테니스장","전라남도 완도군 완도읍 가용리 56",172,"X"
"충청남도",300,"N",167,"19999999","공공시설사업소","정상운영","위탁운영        ","지자체","2016-12-31","청양군","실내외","36.429358142979","33303",114,"280UFp425RI1X7YTlE47q+e1D2xZAKf6j2InqdqVUxw=","충청남도","테니스장","청양군","적누리","청양군","33303","041-940-4864","126.796856715736","2021-02-17","공공","충청남도","041-940-4864","청양군테니스장","충청남도 청양군 청양읍 누레기길 5-2","","N","테니스장","충청남도 청양군 청양읍 적누리 343-1 청양군 적누리 테니스장",400,"X"
"대구광역시","","N",168,"19970101","문화체육과","정상운영","자체운영        ","지자체","2016-11-07","수성구","실외","35.85188782450225","42096","","4SS+KhwfJvzuXoY/UFw7BBJBuvd8ELPTm88l+w02Zn4=","대구광역시","테니스장","수성구","범어동","수성구","42096","053-666-2183","128.63039379970053","2018-03-27","공공","대구광역시","053-666-2183","구민테니스장","대구광역시 수성구 달구벌대로488길 79 (범어동)","19970101","N","테니스장","","","X"
