addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"울산광역시","N","",128,"20230120","정상운영","2023-03-07","없음","35.4894425456657","44984",278,"","","골프","울주군","","44984","","129.305327712566","2023-03-07","신고","울산광역시","프렌즈스크린 청량덕하점","울산광역시 울주군 청량읍 대등1길 2-6","Y","가상체험 체육시설업","울산광역시 울주군 청량읍 상남리 744-1"
"경기도","N","",129,"20191122","정상운영","2023-04-13","없음","37.2154355495788","18284",408,"3층","","골프","화성시","","18284","","126.857299812069","2023-04-14","신고","경기도","비봉스크린골프장","경기도 화성시 비봉면 현대기아로 761","Y","가상체험 체육시설업","경기도 화성시 비봉면 양노리 707"
"인천광역시","N","501,502,514,515호 (동춘동)",130,"20220810","정상운영","2023-04-05","없음","37.4120963456279","21980",350,"501,502,514,515호 (동춘동)","","골프","연수구","동춘동","21980","","126.655546068044","2023-04-05","신고","인천광역시","비브로 GDR 골프 아카데미","인천광역시 연수구 앵고개로 90 (동춘동)","Y","가상체험 체육시설업","인천광역시 연수구 동춘동 768-1"
"인천광역시","N","5층 503~506호 (동춘동)",131,"20220810","정상운영","2023-04-05","없음","37.4120963456279","21980",332,"5층 503~506호 (동춘동)","","골프","연수구","동춘동","21980","","126.655546068044","2023-04-05","신고","인천광역시","골프존 GDR 동춘점","인천광역시 연수구 앵고개로 90 (동춘동)","Y","가상체험 체육시설업","인천광역시 연수구 동춘동 768-1"
"인천광역시","N","3층 326호 (송도동)",132,"20220819","정상운영","2023-04-05","없음","37.389004286781","22009",104,"3층 326호 (송도동)","","골프","연수구","송도동","22009","","126.635327347312","2023-04-05","신고","인천광역시","수-트랙맨골프스튜디오","인천광역시 연수구 인천타워대로197번길 16 (송도동)","Y","가상체험 체육시설업","인천광역시 연수구 송도동 96"
"인천광역시","N","송도타임스페이스 D동 4층 404호 (송도동)",133,"20220719","정상운영","2023-04-05","없음","37.3832947004154","21998",146,"송도타임스페이스 D동 4층 404호 (송도동)","","골프","연수구","송도동","21998","032-832-0072","126.64225604799","2023-04-05","신고","인천광역시","행복골프훈련소 송도점","인천광역시 연수구 하모니로 158 (송도동)","Y","가상체험 체육시설업","인천광역시 연수구 송도동 8-21 송도타임스페이스"
"인천광역시","N","B동 3층 (송도동)",134,"20221025","정상운영","2023-04-06","없음","37.4015590204823","22006",493,"B동 3층 (송도동)","","골프","연수구","송도동","22006","","126.631564765403","2023-04-06","신고","인천광역시","프렌즈 스크린 씨워크점","인천광역시 연수구 센트럴로 313 (송도동)","Y","가상체험 체육시설업","인천광역시 연수구 송도동 29-8"
"서울특별시","N","",135,"20210811","정상운영","2022-11-11","실내","37.504996534161","06193",868,"","B5ketsQPTa2WbMm3clig5pz4lO4op1FNo+dp0HM+Cms=","골프","강남구","대치동","06193","02-2088-5789","127.051907408986","2023-03-16","신고","서울특별시","NIETA GOLF ACADEMY","서울특별시 강남구 테헤란로 416(대치동)","Y","가상체험 체육시설업","서울특별시 강남구 대치동 890-8 연봉빌딩"
"서울특별시","N","제이에스빌딩 지하1층 (오금동)",136,"20210625","정상운영","2022-08-26","실내","37.5073821849131","05656",372,"제이에스빌딩 지하1층 (오금동)","Hv1b3bih9eeNl0zdLSLP5O9zYt7hxtvzztDcRgQ7lI4=","골프","송파구","오금동","05656","02-6952-9110","127.129505766584","2023-03-16","신고","서울특별시","더존VSE골프연습장","서울특별시 송파구 마천로 83(오금동)","Y","가상체험 체육시설업","서울특별시 송파구 오금동 23-2 제이에스빌딩"
"부산광역시","N","수정탕",137,"20220928","정상운영","2022-12-29","실내","0","46578",275,"2층 (덕천동)","oLsEKca1taD2QuGgjcGmyxRgUTOth76o8HD7yonUxGc=","골프","북구","","46578","051-904-9090","0","2023-03-16","신고","부산광역시","골프존 J스크린골프","부산광역시 북구 덕천로 31(덕천동)","Y","가상체험 체육시설업","부산광역시 북구 덕천동 450-11 수정탕"
"대구광역시","N","2층, 3층, 4층",138,"20221121","정상운영","2023-03-21","없음","35.8461624167034","42146",1369,"","","골프","수성구","황금동","42146","053-762-7731","128.620884656274","2023-03-21","신고","대구광역시","골프에스크","대구광역시 수성구 희망로 202(황금동)","Y","가상체험 체육시설업","대구광역시 수성구 황금동 773-1"
"대전광역시","N","",139,"20230227","정상운영","2023-03-15","없음","36.49787652957536","",817,"6,7층 (둔산동)","","골프","서구","","35235","042-488-4471","127.26543401552541","2023-03-16","신고","대전광역시","골프존파크 둔산보라매점","대전광역시 서구 문정로 29, 6,7층 (둔산동)","Y","가상체험 체육시설업","대전광역시 서구 둔산동 1247 "
"대전광역시","N","",140,"20221005","정상운영","2023-03-15","없음","36.3653656102004","35203",332,"3층 (만년동)","","골프","서구","","35203","042-489-9246","127.380567621555","2023-03-16","신고","대전광역시","레이 QED 아카데미 만년점","대전광역시 서구 만년로68번길 38(만년동)","Y","가상체험 체육시설업","대전광역시 서구 만년동 367"
"대전광역시","N","트라이얼스타",141,"20211206","정상운영","2023-03-16","없음","36.3511163670385","35230",733,"트라이얼스타 2층 (둔산동)","","골프","서구","","35230","042-824-5165","127.375230491184","2023-03-16","신고","대전광역시","더 프리미엄 골프(둔산점)","대전광역시 서구 대덕대로185번길 46(둔산동)","Y","가상체험 체육시설업","대전광역시 서구 둔산동 1079 트라이얼스타"
"대전광역시","N","",142,"20211101","정상운영","2023-03-16","없음","36.3406945579833","35299",1064,"","","골프","서구","괴정동","35299","042-710-1540","127.38956023827","2023-03-16","신고","대전광역시","케이골프 아카데미","대전광역시 서구 계룡로 598(괴정동)","Y","가상체험 체육시설업","대전광역시 서구 괴정동 423-1 롯데백화점"
"대전광역시","N","모닝갤러리",143,"20211013","정상운영","2023-03-16","없음","0","35257",365,"모닝갤러리 3층 (탄방동)","","골프","서구","","35257","042-525-0725","0","2023-03-16","신고","대전광역시","조이스크린골프","대전광역시 서구 계룡로629번길 62(탄방동)","Y","가상체험 체육시설업","대전광역시 서구 탄방동 75-16 모닝갤러리"
"대전광역시","N","대신빌딩",144,"20210603","정상운영","2023-03-16","없음","36.324839579946","35354",388,"대신빌딩 2층 (도안동)","","골프","서구","","35354","042-544-2947","127.347167110974","2023-03-16","신고","대전광역시","프렌즈 스크린(도안 호수점)","대전광역시 서구 원도안로224번길 47-31(도안동)","Y","가상체험 체육시설업","대전광역시 서구 도안동 1080 대신빌딩"
"경기도","N","",145,"20230120","정상운영","2023-01-30","없음","37.2558232256346","16566",398,"","GnRyclc+q2Vf6CajH4H9P8F9g1lrBeMO2GSnKqTpEpw=","골프","수원시","권선동","16566","","127.02538839534","2023-01-30","신고","경기도","프렌즈스크린골프 권선점","경기도 수원시 권선구 세권로195번길 13(권선동, 권선종합상가)","Y","가상체험 체육시설업","경기도 수원시 권선구 권선동 1050 권선종합상가"
"경기도","N","",146,"20230103","정상운영","2023-01-30","없음","0","12073",497,"1동","PDFLqyHnE6iRrz3avoZ1PG1KkxSOlhmfYzmXD+ChdEE=","골프","남양주시","","12073","","0","2023-01-30","신고","경기도","골프존파크 365 연평점","경기도 남양주시 진접읍 남가로131번길 66","Y","가상체험 체육시설업","경기도 남양주시 진접읍 연평리 365-1"
"경기도","N","",147,"20221215","정상운영","2022-12-23","실내","0","17124",323,"","dRZG1B7FbtRjM3BzIL3MOt3iDcAQanv3hNrTQGO312o=","골프","용인시","","17124","","0","2023-03-16","신고","경기도","프렌즈스크린 용인남사점","경기도 용인시 처인구 남사읍 어진로 283-9","Y","가상체험 체육시설업","경기도 용인시 처인구 남사읍 진목리 92-7"
"경기도","N","",148,"20230228","정상운영","2023-03-16","없음","37.2621743522405","17070",499,"","","골프","용인시","상하동","17070","031-281-7982","127.139173538724","2023-03-16","신고","경기도","차차스크린","경기도 용인시 기흥구 중부대로 732(상하동)","Y","가상체험 체육시설업","경기도 용인시 기흥구 상하동 295-6"
"경기도","N","101-1, 102, 103호 (구갈동)",149,"20221222","정상운영","2023-03-16","없음","37.2716427644912","16977",472,"101-1, 102, 103호 (구갈동)","","골프","용인시","구갈동","16977","031-274-0337","127.125381138123","2023-03-16","신고","경기도","행복골프훈련소 용인강남대점","경기도 용인시 기흥구 중부대로 559(구갈동)","Y","가상체험 체육시설업","경기도 용인시 기흥구 구갈동 582-4"
"경기도","N","3, 4층 (보정동)",150,"20221207","정상운영","2023-03-16","없음","37.3204895318535","16906",484,"3, 4층 (보정동)","","골프","용인시","보정동","16906","","127.105181933359","2023-03-16","신고","경기도","골프존파크 보정 스타점","경기도 용인시 기흥구 용구대로2469번길 156(보정동)","Y","가상체험 체육시설업","경기도 용인시 기흥구 보정동 498-1"
"서울특별시","Y","",151,"19990101","정상운영","2016-12-31","실내","37.5203411392","05540",702,"","+31c2jZy9L2GEeaYwIdyFK0jscu9u3ELLsIe4zNjRjM=","골프연습장","송파구","방이동","05540","02-2180-3743","127.1155184445","2023-02-08","공공","서울특별시","올림픽공원 케이스포돔 골프교실","서울특별시 송파구 올림픽로 424 (방이동)","N","골프연습장",""
"서울특별시","N","소망빌딩",152,"20161231","정상운영","2016-12-31","실내","","07999",662,"소망빌딩 6층 (목동)","rttkvFHG7dEffugXW1qjKjgMIPYgNcTxqAEgoVy5pk8=","골프","양천구","목동","07999","265-2652-6676","","2023-01-31","신고","서울특별시","목동종합골프클럽","서울특별시 양천구 오목로 337-10, 소망빌딩 6층 (목동)","Y","가상체험 체육시설업","서울특별시 양천구 목동 406-271 소망빌딩 "
"충청남도","N","",153,"20220902","정상운영","2022-12-12","없음","36.7815432667319","31966",390,"3층 (잠홍동)","MTQVcIDq7gosrQ25esxyAxABW/GU0VLO9NZGbrTTmTk=","골프","서산시","","31966","","126.469581348281","2023-02-15","신고","충청남도","골프존파크 잠홍 르셀","충청남도 서산시 서해로 3579-1(잠홍동)","N","가상체험 체육시설업","충청남도 서산시 잠홍동 762-6"
"충청북도","N","",154,"20221223","정상운영","2023-02-15","없음","0","27871",881,"2층","","골프","진천군","","27871","043-533-0722","0","2023-02-15","신고","충청북도","지디알골프아카데미","충청북도 진천군 덕산읍 시가로 43","Y","가상체험 체육시설업","충청북도 진천군 덕산읍 두촌리 2466"
"충청북도","N","",155,"20221208","정상운영","2023-02-15","없음","0","27845",222,"","","골프","진천군","","27845","","0","2023-02-15","신고","충청북도","브라이튼 스크린골프 연습장","충청북도 진천군 진천읍 송두4길 45","Y","가상체험 체육시설업","충청북도 진천군 진천읍 송두리 550-1"
"경기도","N","",156,"20220315","정상운영","2022-12-28","없음","37.4062017874948","12759",366,"","5mgsf93YcgEihT40jNs20H4Bke8SikijZKVdq9ei1J8=","골프","광주시","역동","12759","031-767-6080","127.260294525219","2023-04-05","신고","경기도","MZ스크린골프","경기도 광주시 역동로 5(역동)","Y","가상체험 체육시설업","경기도 광주시 역동 27-68 갤러리아 플라자"
"강원도","N","",157,"20210830","정상운영","2023-04-05","없음","38.0555847904558","25042","","","","골프장","","동호리","25042","033-670-7700","128.664155059627","2023-04-05","등록","강원도","설해원 더 레전드 코스","강원도 양양군 손양면 공항로 230","N","골프장업","강원도 양양군 손양면 동호리 510-28 설해원"
"경기도","N","3층",158,"20210317","정상운영","2021-06-23","실내","37.6997247338133","10231",917,"3층","FvfA0p7IBi0OfwwG3xIASuDH6uxuAF9pCOT5jNeksaE=","골프","고양시","덕이동","10231","","126.757989765047","2023-01-31","신고","경기도","골프존파크 송산스타점","경기도 고양시 일산서구 하이파크2로 79-1 (덕이동)","Y","가상체험 체육시설업","경기도 고양시 일산서구 덕이동 373-10"
"경기도","N","3층",159,"20221116","정상운영","2023-01-30","실내","37.3423945705233","16825",401,"3층","7USUW4WOaKqJtOnSZUWx0v3S6U/BUvR5ePxS31Z/fR0=","골프","용인시","동천동","16825","","127.102023820348","2023-01-31","신고","경기도","노블골프 아카데미","경기도 용인시 수지구 동천로 2(동천동)","Y","가상체험 체육시설업","경기도 용인시 수지구 동천동 177-28"
"경기도","N","3,4층",160,"20230217","정상운영","2023-05-03","없음","37.2975101671728","17348",360,"3,4층","","골프","이천시","증포동","17348","031-633-0611","127.458414514976","2023-05-03","신고","경기도","골프존파크 증포이마트점","경기도 이천시 이섭대천로 1458 (증포동)","Y","가상체험 체육시설업","경기도 이천시 증포동 22-1"
"경기도","N","3층",161,"20230404","정상운영","2023-05-03","실내","37.2954700784363","17348",331,"3층","","골프","이천시","증포동","17348","","127.457267437677","2023-05-03","신고","경기도","프렌즈 스크린 이천증포점","경기도 이천시 이섭대천로 1434 (증포동)","Y","가상체험 체육시설업","경기도 이천시 증포동 50-7"
"전라남도","N","2층",162,"20200925","정상운영","2020-10-05","실내","34.8224639961255","58601",861,"2층","B6yb6dGWr/B4l7SuIzMwVIlWPeA6KiiRCRhcH357Q8A=","골프","목포시","용해동","58601","061-279-1900","126.396100343689","2023-04-05","신고","전라남도","골프존파크 용해대박점","전라남도 목포시 대양로 155 (용해동)","Y","가상체험 체육시설업","전라남도 목포시 용해동 602-3"
"경기도","N"," 우성KTX타워 1002~1005호 (오산동)",163,"20180309","정상운영","2019-01-31","실내","37.19734566684824","18478",526," 우성KTX타워 1002~1005호 (오산동)","Kt41hb8d9dinD9gBOtzJb78EK4TGxgfCGtiAEXMIUks=","골프","화성시","오산동","18478","031-367-5205","127.09825963621293","2023-04-28","신고","경기도","메이저필드","경기도 화성시 동탄대로 489 (오산동)","Y","가상체험 체육시설업","경기도 화성시 오산동 969-3"
"강원도","N","",164,"20161231","정상운영","2016-12-31","실외","38.3113500197","219823",9844,"","2XqEn1ooUHCQ3h8J3PBPOS746H5NPCPdColWgs7kPZg=","골프장","","","219823","033-638-5362","128.511482869","2023-04-05","등록","강원도","설악썬밸리 컨트리클럽","고성군 죽왕면 순포로 188","N","골프장업","강원 고성군 죽왕면 순포로 188"
"경기도","N","중앙프라자",165,"20230320","정상운영","2023-04-05","실내","0","15856",1096,"중앙프라자 3층 303호 (당동)","","골프","군포시","","15856","031-399-9494","0","2023-04-05","신고","경기도","월드 스크린골프장","경기도 군포시 고산로250번길 12 (당동)","Y","가상체험 체육시설업","경기도 군포시 당동 917-4 중앙프라자"
"인천광역시","N","101동 303~306호",166,"20201202","정상운영","2021-02-25","없음","37.3849625996123","21998",556,"101동 303~306호","/Oyun5Aoc4YShH/5oi/E2GRoIgigbe01N5qavaLBDmk=","골프","연수구","송도동","21998","032-834-5388","126.642800057546","2023-02-16","신고","인천광역시","프렌즈 스크린 센트럴파크","인천광역시 연수구 하모니로138번길 11 (송도동)","Y","가상체험 체육시설업","인천광역시 연수구 송도동 8-20 송도캐슬센트럴파크"
"대전광역시","N","",167,"20120104","정상운영","2023-02-16","없음","36.3191617556089","35027",0,"","","골프","중구","부사동","35027","","127.432332386815","2023-02-16","신고","대전광역시","프렌즈스크린 부사점","대전광역시 중구 충무로 140(부사동)","Y","가상체험 체육시설업","대전광역시 중구 부사동 89-1"
"부산광역시","N","",168,"20220511","정상운영","2022-05-13","없음","35.2659628750705","46048",447,"","o2UjsvJtxiZWB0yWmMOJ8509FUWGCV/SlqvKghCR/DE=","골프","기장군","","46048","051-724-0505","129.225785772638","2023-02-09","신고","부산광역시","프렌즈 스크린 일광점","부산광역시 기장군 일광읍 해빛1로 5","Y","가상체험 체육시설업","부산광역시 기장군 일광읍 삼성리 828"
"경기도","N","",169,"20201202","정상운영","2023-04-13","없음","37.1801142996025","18487",349,"","","골프","화성시","","18487","031-8077-9002","127.091721305483","2023-04-14","신고","경기도","에스엔제이스크린","경기도 화성시 동탄기흥로257번가길 35 (방교동)","Y","가상체험 체육시설업","경기도 화성시 방교동 780-4"
"울산광역시","N","702~705호",170,"20230227","정상운영","2023-03-03","없음","35.6017932937173","44236",300,"702~705호","","골프","북구","송정동","44236","052-292-0755","129.365280483572","2023-03-03","신고","울산광역시","어썸골프아카데미","울산광역시 북구 화산로 109(송정동)","Y","가상체험 체육시설업","울산광역시 북구 송정동 1232-5"
"인천광역시","N","",171,"20161231","정상운영","2016-12-31","없음","37.4538397854","400340",934611,"","wC3YZVz2RPYYjTHumtrKGePr5NHFoHhMwgRPAx9ae2I=","골프장","","","400340","1599-0072","126.483961169","2023-04-28","등록","인천광역시","클럽72(하늘)","인천광역시 중구 공항동로 135번길 267 (운서동)","N","골프장업","인천 중구 공항동로135번길 267"
"경기도","N","",172,"19999999","정상운영","2019-06-23","실외","37.368552430424145","429450","","","VxHEoI7A7lTdHvs+i43ErNLeT9yK8dt9oSlfrPx7yJ0=","골프연습장","시흥시","정왕동","","031-310-3159","126.7392873981507","2023-02-16","공공","경기도","정왕4동 그라운드골프장","경기 시흥시 정왕동 1132","N","골프연습장","경기 시흥시 정왕동 1132"
"경기도","N","",173,"20220914","정상운영","2023-02-01","없음","37.5968015017522","10120",423,"","d9fx8DVzBNNJ1vtS4IWtRWu6ZGtcVi5Bb/tSjrHaiA0=","골프","김포시","풍무동","10120","","126.727764024548","2023-02-01","신고","경기도","월드사우나 엘리야","경기도 김포시 유현로 52(풍무동)","Y","가상체험 체육시설업","경기도 김포시 풍무동 532-3 프라임빌복합상가"
"경기도","N","",174,"20220922","정상운영","2023-02-01","없음","37.6069390256286","10113",130,"","pzRnyrRqG5VN92M3iO+goaAeNWQsa7VPjQogUfNpnFs=","골프","김포시","풍무동","10113","","126.723410519861","2023-02-01","신고","경기도","껌골프(GUM GOLF)","경기도 김포시 풍무로 128(풍무동)","Y","가상체험 체육시설업","경기도 김포시 풍무동 943"
"경기도","N","",175,"20220926","정상운영","2023-02-01","없음","37.6071713583914","10113",302,"","o9im/jTONtiytvW4aF37qjlK7a8d6WfkKRHPECYa5TE=","골프","김포시","풍무동","10113","","126.724166858025","2023-02-01","신고","경기도","제이엠골프","경기도 김포시 풍무로146번길 14(풍무동)","Y","가상체험 체육시설업","경기도 김포시 풍무동 949"
"경기도","N","",176,"20221018","정상운영","2023-02-01","없음","37.5968015017522","10120",278,"","qC+Me3YKBl96PrMLqj2pQhsVpjyHO5T7KZuxPt2PimQ=","골프","김포시","풍무동","10120","","126.727764024548","2023-02-01","신고","경기도","엘리야골프","경기도 김포시 유현로 52(풍무동)","Y","가상체험 체육시설업","경기도 김포시 풍무동 532-3 프라임빌복합상가"
"대구광역시","N","202호",177,"20230404","정상운영","2023-04-06","없음","35.8911916694973","41560",214,"202호","","골프","북구","침산동","41560","","128.590612640075","2023-04-06","신고","대구광역시","침산럭키 스크린골프 연습장","대구광역시 북구 침산로 168 (침산동)","Y","가상체험 체육시설업","대구광역시 북구 침산동 329-2"
"경기도","N","동탄역 그란비아스타 4101~4105호 (청계동)",178,"20230118","정상운영","2023-01-25","없음","37.1933927172955","18482",565,"동탄역 그란비아스타 4101~4105호 (청계동)","6D91FyNuHVNoGClpseYEwdawMwEHl001F3v9rIbfFkU=","골프","화성시","청계동","18482","","127.100022139125","2023-02-01","신고","경기도","(주)온더영 동탄역그란비아스타점 프렌즈스크린","경기도 화성시 동탄대로 446(청계동)","Y","가상체험 체육시설업","경기도 화성시 청계동 564 동탄역 그란비아스타"
"인천광역시","N","5층 501호 (옥련동)",179,"20220527","정상운영","2023-04-05","없음","37.4274179003317","21939",296,"5층 501호 (옥련동)","","골프","연수구","옥련동","21939","","126.657682944617","2023-04-06","신고","인천광역시","골프아카데미 VSE 송도역점","인천광역시 연수구 비류대로 208 (옥련동)","Y","가상체험 체육시설업","인천광역시 연수구 옥련동 307-1"
"인천광역시","N","송도리치센트럴 B1층 B101호 (송도동)",180,"20221125","정상운영","2023-04-06","없음","37.389004286781","22009",2717,"송도리치센트럴 B1층 B101호 (송도동)","","골프","연수구","송도동","22009","","126.635327347312","2023-04-06","신고","인천광역시","주)리치골프아카데미","인천광역시 연수구 인천타워대로197번길 16 (송도동)","Y","가상체험 체육시설업","인천광역시 연수구 송도동 96"
"인천광역시","N","송도타임스페이스 B1층 B18, B19호 (송도동)",181,"20221103","정상운영","2023-04-06","없음","37.3832947004154","21998",496,"송도타임스페이스 B1층 B18, B19호 (송도동)","","골프","연수구","송도동","21998","032-831-1373","126.64225604799","2023-04-06","신고","인천광역시","더 스윙 블랙 송도 타임스페이스점","인천광역시 연수구 하모니로 158 (송도동)","Y","가상체험 체육시설업","인천광역시 연수구 송도동 8-21 송도타임스페이스"
"경기도","N","119, 121, 122, 123호",182,"20230223","정상운영","2023-03-02","없음","37.3282994180843","15106",435,"119, 121, 122, 123호","","골프","시흥시","정왕동","15106","","126.732625066913","2023-03-03","신고","경기도","보성골프존","경기도 시흥시 소망공원로 323(정왕동)","Y","가상체험 체육시설업","경기도 시흥시 정왕동 1287-5 보성스퀘어원지식산업센터"
"강원도","N","",183,"20161231","정상운영","2016-12-31","실외","37.8307113896","200914",1041925,"","kG9AaXVjjQtQ7J4i+y3M2A9arZR0TjRA3ALPz7910xk=","골프장","","","200914","033-260-2000","127.577906179","2023-03-20","등록","강원도","엘리시안 강촌 컨트리클럽","춘천시 남산면 북한강변길 688","N","골프장업","강원 춘천시 남산면 북한강변길 688"
"강원도","N","2,3 층",184,"20230209","정상운영","2023-03-03","없음","37.7411431852066","25610",705,"2,3 층","","골프","강릉시","노암동","25610","033-823-3013","128.895376242343","2023-03-03","신고","강원도","가비스크린","강원도 강릉시 남부로136번길 10(노암동)","Y","가상체험 체육시설업","강원도 강릉시 노암동 598-1"
"강원도","N","",185,"20230217","정상운영","2023-03-03","없음","37.8776082060331","25423",1272,"","","골프","강릉시","교항리","25423","033-661-0753","128.825010016102","2023-03-16","신고","강원도","골프존파크 주문진 블루오션","강원도 강릉시 주문진읍 매맥이길 13-17","Y","가상체험 체육시설업","강원도 강릉시 주문진읍 교항리 35"
"인천광역시","N","",186,"20221007","정상운영","2023-03-17","없음","37.4572355163153","22333",317,"","","골프","중구","신흥동3가","22333","","126.629975741848","2023-03-17","신고","인천광역시","한일골프존 마린파크점","인천광역시 중구 서해대로 342(신흥동3가)","Y","가상체험 체육시설업","인천광역시 중구 신흥동3가 7-223"
"인천광역시","N","",187,"20220623","정상운영","2022-06-27","실내","37.487244532526","22402",340,"","FpjuCq8/BVzpuf9VgC2uM3/ql2VRG873p/VmWZoUJT8=","골프","중구","중산동","22402","032-752-7972","126.558330109416","2023-03-17","신고","인천광역시","와이지앤씨스크린골프","인천광역시 중구 하늘달빛로 90-7(중산동)","Y","가상체험 체육시설업","인천광역시 중구 중산동 1876-13 스카이에비뉴1"
"인천광역시","N","(운남동)",188,"20220701","정상운영","2023-03-17","없음","37.4926605846108","22359",458,"(운남동)","","골프","중구","운남동","22359","","126.5392344598","2023-03-17","신고","인천광역시","운남판다 골프연습장","인천광역시 중구 운중로 54-1(운남동)","Y","가상체험 체육시설업","인천광역시 중구 운남동 86-1"
"인천광역시","N","IBC 디오빌 117호 (운서동)",189,"20220812","정상운영","2023-03-17","없음","37.4388300415042","22382",79,"IBC 디오빌 117호 (운서동)","","골프","중구","운서동","22382","","126.462888305766","2023-03-17","신고","인천광역시","K-10 국제골프아카데미","인천광역시 중구 공항로424번길 72(운서동)","Y","가상체험 체육시설업","인천광역시 중구 운서동 2850-7 IBC 디오빌"
"경기도","N","A동 1층 (석운동)",190,"20211207","정상운영","2022-03-04","실내","37.3807650235408","13545",267,"A동 1층 (석운동)","W7NF0LZvK+n/0ZSmy9d6/dgIbcpM7BCAtz1pQ9bM3UE=","골프","성남시","석운동","13545","031-8017-8588","127.046610059746","2023-04-06","신고","경기도","위너골프존 석운점","경기도 성남시 분당구 석운로202번길 7(석운동)","Y","가상체험 체육시설업","경기도 성남시 분당구 석운동 7-7"
"인천광역시","N","드림시티 B1층 23~24호 (송도동)",191,"20211213","정상운영","2023-03-21","없음","37.3949423122559","21995",1249,"드림시티 B1층 23~24호 (송도동)","","골프","연수구","송도동","21995","032-710-8873","126.650165044813","2023-03-22","신고","인천광역시","프렌즈스크린 송도 드림시티점","인천광역시 연수구 컨벤시아대로 81(송도동)","Y","가상체험 체육시설업","인천광역시 연수구 송도동 3-2 드림시티"
"경기도","N","407~411호 (정왕동)",192,"20230404","정상운영","2023-04-06","없음","37.3273489443057","15119",881,"407~411호 (정왕동)","","골프","시흥시","정왕동","15119","031-431-0720","126.676815069879","2023-04-06","신고","경기도","주식회사 퍼스트골프존파크","경기도 시흥시 거북섬2길 25 (정왕동)","Y","가상체험 체육시설업","경기도 시흥시 정왕동 2703"
"경상남도","N","",193,"20230130","정상운영","2023-01-31","없음","35.2150147020413","50971",999,"1층, 2층","ziAUzvW52WBj/5xGpnIFhnwP9tfw+tuHvTaQOy7I/IY=","골프","김해시","부곡동","50971","","128.797291543874","2023-02-01","신고","경상남도","부곡스크린골프","경상남도 김해시 장유로 61(부곡동)","Y","가상체험 체육시설업","경상남도 김해시 부곡동 192"
"경상남도","N","7층",194,"20221227","정상운영","2022-12-28","없음","35.1726571908397","51018",562,"7층","XPbCEdG17+Z5BLXV/7pmxUSRz7ixoU7rkGp46FdWDfc=","골프","김해시","율하동","51018","","128.815926958999","2023-02-01","신고","경상남도","골프존파크 율하1지구점","경상남도 김해시 율하1로 114(율하동)","Y","가상체험 체육시설업","경상남도 김해시 율하동 1352-2"
"울산광역시","N","",195,"20190625","정상운영","2019-07-02","실외","","44254",288,"(명촌동)","CoYt8XGZ05NceoouFoj0AH8VrYxa+nSxkSu8MHEWyYM=","골프","북구","","44254","","","2023-04-28","신고","울산광역시","갤러리스크린골프","울산광역시 북구 명촌23길 51 (명촌동)","Y","가상체험 체육시설업","울산광역시 북구 명촌동 707-1 스타스크린골프"
"","N","",196,"20161107","정상운영","2016-11-07","","37.6694374631","132822",396,"","v0sLYZNX6pby5PS6CE6V8dMuzfQWkA1am/5K2ljv7Pc=","골프","도봉구","","132822","02-3491-9400","127.047106693","2023-04-28","신고","서울특별시","양용스크린골프","서울시 도봉구 마들로 664-11","Y","가상체험 체육시설업","서울 도봉구 마들로 664-11"
"광주광역시","N","",197,"20200226","정상운영","2020-02-27","없음","35.11587378715205","61711",223,"","L6N65SJ+ZXDy+r/8o9jswasyx6x7u9meRC5/8WGcc64=","골프","남구","진월동","61711","","126.90780096572514","2023-03-17","신고","광주광역시","위너스 스포츠","광주광역시 남구 제석로 12 (진월동)","Y","가상체험 체육시설업","광주광역시 남구 진월동 12"
"대전광역시","N","",198,"20221027","정상운영","2023-02-14","실내","36.3240918236546","34522",486,"","","골프","동구","용운동","34522","042-286-9119","127.46256982466","2023-03-21","신고","대전광역시","씨앤비(프렌즈 스크린 용운점)","대전광역시 동구 새울로 64(용운동)","Y","가상체험 체육시설업","대전광역시 동구 용운동 346-4 CNB"
"대전광역시","N","",199,"20210617","정상운영","2023-03-16","없음","36.3085266964074","35366",412,"","","골프","서구","도안동","35366","","127.346972192427","2023-03-17","신고","대전광역시","프렌즈 스크린(가수원점)","대전광역시 서구 원도안로25번길 88(도안동)","Y","가상체험 체육시설업","대전광역시 서구 도안동 1585"
"울산광역시","N","",200,"20120510","정상운영","2017-09-07","실내","35.5578327269558","44254",246,"","0lxTd/Yu+xzk5y2D6DbbRgHgk15YyC2njCzJ+gW4ivA=","골프","북구","진장동","44254","","129.357225152055","2023-03-17","신고","울산광역시","수스크린골프","울산광역시 북구 명촌로 27 (진장동)","Y","가상체험 체육시설업","울산광역시 북구 진장동 815"
"경기도","N","2~3층",201,"20200513","정상운영","2023-04-12","없음","37.2060364737471","18268",403,"2~3층","","골프","화성시","남양리","18268","","126.819958809883","2023-04-13","신고","경기도","위드스크린골프","경기도 화성시 남양읍 시청로 36","Y","가상체험 체육시설업","경기도 화성시 남양읍 남양리 2290-2"
