addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,faci_mng_type_cd,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"대전광역시","N","",273,"","정상운영","위탁운영        ","2016-11-07","실내","36.3550696964","302830",2847,"","W0r/6XWEtgmlLePzKbMTJOqwmmYuAuWvJ5+ySOshUrs=","수영장","서구","","서구","302830","","127.383809892","2020-07-27","공공","대전광역시","서구건강체련관수영장","둔산동 1300","N","수영장","대전 서구 둔산동 1300"
"전라남도","N","",274,"","정상운영","자체운영        ","2016-12-31","실내","34.6155235387","59536",1682,"","hiRdeaFp5AR53mb/SI4KgEvOdvSK+EVEYX6A1J5+c24=","수영장","고흥군","호형리","고흥군","59536","061-830-6731","127.3003186297","2020-01-29","공공","전라남도","종합문화회관실내수영장","전라남도 고흥군 고흥읍 고흥로 1892-67","N","수영장","전라남도 고흥군 고흥읍 호형리 914"
"","N","",275,"20161231","폐업","자체운영        ","2016-12-31","없음","37.503300059","06188",1679,"","CKBpH6uNMzFV2rRqdYmmxNU0T9ERkZHoEJbgEGobp4s=","실내","강남구","","","06188","02-561-4200","127.065454626","2020-06-19","신고","서울특별시","삼원휴스포(20)[6레인]","서울특별시 강남구 영동대로 325 (대치동, 해암빌딩)","N","수영장업","서울특별시 강남구 대치동 983-1 해암빌딩"
"경기도","N","고양체육관",276,"20110707","정상운영","위탁운영        ","2016-12-31","실내","37.676421695","10223",39370,"","YiXHeJWlrI2Ys+GtTU0jy1hru8TCr4ud+4ARyHbWPbM=","수영장","고양시","대화동","고양시 일산서구","10223","","126.7430655661","2017-11-02","공공","경기도","고양체육관","경기도 고양시 일산서구 중앙로 1601 (대화동)","N","수영장",""
"서울특별시","N","",277,"","정상운영","위탁운영        ","2016-11-07","실내","37.5161997711","05500",6024,"","zoNeu+I1xErXR8e4GGMS9KTUGdZ2/hia0xlhl9+8XFw=","수영장","","잠실동","송파구","05500","02-421-3126","127.0759402514","2020-07-27","공공","서울특별시","잠실제2수영장","서울특별시 송파구 올림픽로 25 (잠실동)","N","수영장","서울특별시 송파구 잠실동  10 서울종합운동장"
"인천광역시","N","삼산월드체육관",278,"","정상운영","위탁운영        ","2016-11-07","실내","37.5077010221","21343",9887,"","fXfvWsIF1zqhGm1xR3hxtHi84/bnhwK7+Ezkz5ybZjQ=","수영장","","삼산동","부평구","21343","","126.7375375072","2020-07-27","공공","인천광역시","삼산월드체육관수영장","인천광역시 부평구 체육관로 60 (삼산동)","N","수영장","인천광역시 부평구 삼산동  458-1 삼산월드체육관"
"서울특별시","N","",279,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.5288077774","06017",251,"","NkFoBjawcSw3XkFa1YCH8U/3aRd9lVA8uDc4HiJeDnw=","실내","강남구","","강남구","06017","02-543-0321","127.035098412","2021-01-20","신고","서울특별시","키즈 스플래쉬(22)[5레인]","서울특별시 강남구 압구정로 308 (신사동)","N","수영장업","서울특별시 강남구 신사동 638-4 경진빌딩"
"서울특별시","N","",280,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.528700313","135894",383,"","N3tpIuBfBUyOgFMfYyvPaJ0w6KsecJEVbTdhOkmXgRc=","실내","강남구","","강남구","135894","02-512-0923","127.032817602","2020-02-25","신고","서울특별시","와우스위밍스쿨(23)[4레인]","서울특별시 강남구 압구정로 228 (신사동)","N","수영장업","서울 강남구 압구정로 228"
"서울특별시","N","",281,"","정상운영","자체운영        ","2016-12-31","없음","37.5025191957","135841",456,"","RbuzQIMapRLbLTTZj3NbFWhCK/rfh07ZOEAoqxqEKYE=","실내","강남구","","강남구","135841","02-568-7330","127.056098858","2020-07-27","신고","서울특별시","지젤어린이 수영장","서울특별시 강남구 역삼로 449 (대치동)","N","수영장업","서울 강남구 역삼로 449"
"","N","",282,"","정상운영","자체운영        ","2016-12-31","없음","37.5070357654","05566",450,"","lh4IfCfbRrhH3/+WxbF5REGjEvl9XuD2JNOK2k9CV4Y=","실내","송파구","잠실동","","05566","02-417-7845","127.0899056285","2020-07-27","신고","서울특별시","아쿠아키즈","서울특별시 송파구 삼전로 95 (잠실동)","N","수영장업",""
"서울특별시","N","",283,"","정상운영","자체운영        ","2016-12-31","없음","37.509255842","138855",469,"","uKAS9iVkIjCHBvIkXdFq+47My2VMPca6Mgn79zOvdeU=","실내","송파구","","송파구","138855","02-431-6465","127.128829478","2020-07-27","신고","서울특별시","킨더스윔","서울특별시 송파구 양재대로72길 17 (오금동)","N","수영장업",""
"서울특별시","N","",284,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.5068977528","138836",463,"","S/jIEtc+o63UqiiK+wnS0Z7f2sbq+Y9809pnG03iTkM=","실내","송파구","","송파구","138836","02-470-1415","127.119555753","2020-06-04","신고","서울특별시","에이치투오 어린이수영장","서울특별시 송파구 오금로 233 (방이동)","N","수영장업",""
"전라북도","N","",285,"","정상운영","","2016-12-31","","35.9861527892","573270",3694,"","M92kHZOs97Wa83imxWs2VODl0XHaTkLEIqvRTaDD1l8=","실외","전주시","","전주시","573270","","126.726381439","2020-07-27","신고","전라북도","금강해수랜드","전북 군산시 강변로1(금암동)","N","수영장업","전북 군산시 강변로 1"
"경상남도","N","사천시 실내수영장",286,"19990720","정상운영","자체운영        ","2016-12-31","실내외","34.9422775376","52550",12740,"","2YJ9WqltnHtzIzt78skSWzCEmYv3JxkfqGsswT1Sa4I=","수영장","사천시","벌리동","사천시","52550","055-831-2392","128.0903194641","2020-11-27","공공","경상남도","사천시 실내수영장","경상남도 사천시 주공로 32-2 (벌리동)","N","수영장",""
"광주광역시","N","",287,"","정상운영","","2016-12-31","실내","","",3218,"","7Yzp/wvUMOFQXStOvejF92lI2h2Nn82wdE7K6zj+o0Y=","수영장","북구","","북구","","","","2020-07-27","공공","광주광역시","광주장애인종합복지관수영장","","N","수영장",""
"인천광역시","N","도원수영장",288,"20050205","정상운영","위탁운영        ","2016-11-07","실내","37.4660281558","22327",6335,"","9c/Ex0J7WGZs40lFftEZD+AGC0TlcfWYQB+6nb5Iwq8=","수영장","","도원동","중구","22327","032-887-7427","126.6392949951","2021-04-05","공공","인천광역시","도원수영장","인천광역시 중구 샛골로41번길 22 (도원동)","N","수영장","인천광역시 중구 도원동  47 인천광역시도원수영장"
"서울특별시","N","",289,"","정상운영","자체운영        ","2016-12-31","실내외","37.4991335085","08249",3293,"수영장","EpdVyl62m33Jagesqw1UABMQ+ioVwz8OmRJ49AXEvnw=","수영장","구로구","궁동","구로구","08249","02-860-3067","126.829562405","2020-07-27","공공","서울특별시","궁동종합사회복지관수영장","서울특별시 구로구 오리로22길 5 (궁동)","N","수영장","서울특별시 구로구 궁동 108-9 궁동종합사회복지관"
"울산광역시","N","",290,"20090730","정상운영","","2016-12-31","실내","","",5523,"","vXWRD2wLgBWHrplJAl6ssh6g9SQnhS6gwm+pwbeRGNE=","수영장","울주군","","울주군","","052-229-9400","","2016-12-31","공공","울산광역시","울주군청소년수련관수영장","","N","수영장",""
"","N","",291,"20161231","폐업","자체운영        ","2016-12-31","실내","37.6056451916","03428",1384,"","47vjYn7BYB8LSLOSsDjFEfYMXinaWBF7mdla22Sb1cI=","실내","은평구","구산동","","03428","02-388-6622","126.9063427839","2021-07-09","신고","서울특별시","서부재활체육센터수영장","서울특별시 은평구 갈현로11길 30 (구산동)","N","수영장업",""
"","N","",292,"20091113","","자체운영        ","2016-12-31","실내","37.6096209908","03392",1448,"","5GjUkU4vDE9lTfhAXm6o+gb48ckJjT5XF6gU2DCVW/8=","실내","은평구","대조동","","03392","02-357-4611","126.9220893544","2022-09-23","신고","서울특별시","삼정스포츠","서울특별시 은평구 서오릉로 94 (대조동, 삼성타운아파트)","N","수영장업",""
"서울특별시","N","",293,"","정상운영","","2016-12-31","","","","","","UnuFp50SfjNfjxuv1c5a5luL+P8hb00OHLeY2/RaJmQ=","수영장","관악구","","관악구","","02-876-0636","","2020-07-27","공공","서울특별시","청소년회관수영장","","N","수영장",""
"경기도","N","",294,"","정상운영","","2016-12-31","실내","37.1514741212","445903",4344,"","aKO0e5JZo1AntbWlgNlhiG+ZbrkwGAlfINabQ3lMapM=","수영장","화성시","","화성시","445903","","126.938195389","2020-07-27","공공","경기도","화성시그린환경센터주민편익시설수영장","봉답읍 하가등리 107-1","N","수영장","경기 화성시 봉담읍 하가등리 107-1"
"대구광역시","N","",295,"19990423","정상운영","위탁운영        ","2016-12-31","실내","35.8071989737","42840",4125,"","4NINUHRks+8TiT0bOK0ngOR6MY8u2a193rW9jNZ7Cx4=","수영장","달서구","상인동","달서구","42840","053-639-7104","128.559446134","2017-07-26","공공","대구광역시","달서구청소년수련관수영장","대구광역시 달서구 상화로 420 (상인동)","N","수영장",""
"서울특별시","N","",296,"20161231","정상운영","","2016-12-31","실내","","",5542,"","y/IdFatbFPIrJW4Hjau/EzW4lEOjYznG+Ioa1R30XL4=","수영장","강북구","","강북구","","","","2023-05-04","공공","서울특별시","청소년수련관수영장","","N","수영장","수유동산20-9"
"경기도","N","",297,"","정상운영","","2016-12-31","실내","37.2030693108","445360","","","XX37NaPdyWBqDClCZZmFIoRLDwQLgywvibEZ+uyGstM=","수영장","화성시","","화성시","445360","","127.032811261","2020-07-27","공공","경기도","유앤아이센터내실내수영장","태안로 145","N","수영장","경기 화성시 태안로 145"
"서울특별시","N","",298,"","정상운영","","2016-12-31","실내","","",3472,"","kNol+8+Nt0ImtQJwZ0YG2rxX/nukzCU3ZRfycqmWffA=","수영장","","","양천구","","","","2020-07-27","공공","서울특별시","서부여성발전센터수영장","","N","수영장",""
"경기도","Y","",299,"19999999","정상운영","위탁운영        ","2016-12-31","실내","37.6526096907","10414",1200,"","Xwdn7410DQo7KPWPj5tnHKyfSaYiv6+WrcvEXmKN6JI=","수영장","고양시","마두동","고양시 일산동구","10414","031-900-1780","126.7781183062","2022-11-09","공공","경기도","일산올림픽스포츠센터 수영장","경기도 고양시 일산동구 중앙로 1182 (마두동)","N","수영장",""
"대전광역시","N","",300,"","정상운영","","2016-12-31","실내","","",3953,"","gC8OKApATbmGbzQH10IkVPezZD5OidK8UJ1ku05iKoM=","수영장","유성구","","유성구","","","","2020-07-27","공공","대전광역시","유성구종합복지센터수영장","","N","수영장",""
"대전광역시","N","",301,"","정상운영","","2016-12-31","실내","36.3644433928","",4350,"","LMILVciE4mIpxFKAEFP5VVU3222DGXsv4XPVwk4kRQ8=","수영장","대덕구","","대덕구","","","127.433934084","2020-07-27","공공","대전광역시","대덕구청소년수련관수영장","","N","수영장"," 중리동 101-1"
"강원도","N","",302,"","정상운영","","2016-12-31","실내","","",4645,"","GUvOm6N6zH9jpBoFsJSwU+lCA7VseqJTuun3w7olUBA=","수영장","동해시","","동해시","","033-539-3561","","2020-07-27","공공","강원도","근로자종합복지회관수영장","","N","수영장",""
"서울특별시","N","",303,"","정상운영","","2016-12-31","실외","","",713,"","yXg0ki5OqeXyR4Jntr3m1oI87En9PnnY4CLmEln0E3s=","수영장","","","마포구","","","","2020-07-27","공공","서울특별시","한강공원망원지구수영장","","N","수영장",""
"대전광역시","N","",304,"","정상운영","","2016-12-31","실내","36.3038107902","301818",2809,"","NQaIXUOu+w+M8dDuBn7ExFBBryf7WIeJTAxduyc1mQc=","수영장","","","중구","301818","042-586-8033","127.382654509","2020-07-27","공공","대전광역시","대전시립산성종합복지관수영장","산성동 120-18","N","수영장","대전 중구 산성동 120-18"
"서울특별시","N","",305,"20040101","정상운영","위탁운영        ","2016-12-31","실내","37.5005419803","07398",9131,"","uftwK1lZgCrrOwRvehOgS1aXYNdKWDv2ibQwAb0kWmQ=","수영장","영등포구","신길동","영등포구","07398","02-2650-1500","126.9063068442","2018-03-23","공공","서울특별시","영등포제1스포츠센터 수영장","서울특별시 영등포구 신풍로 1 (신길동)","N","수영장",""
"대전광역시","N","",306,"","정상운영","자체운영        ","2016-12-31","실내","36.3683722124","34364",4547,"","4MeIaXzLBqAlDSQ1mQoPGAD90Pmuigm181MP94Z618A=","수영장","","대화동","대덕구","34364","","127.4188639567","2020-07-27","공공","대전광역시","체육재활원수영장","대전광역시 대덕구 대화로 10 (대화동)","N","수영장",""
"충청북도","Y","",307,"19990101","정상운영","자체운영        ","2016-12-31","실내","36.97418643014465","27809",8966,"","ScdKYGgc0miN8wLccI8DVfP4XMkdHO9oienBcBtFz6Y=","수영장","진천군","회죽리","진천군","27809","043-531-0145","127.42336210856555","2022-10-27","공공","충청북도","진천선수촌 수영센터","충청북도 진천군 광혜원면 선수촌로 105","N","수영장",""
"서울특별시","N","지하층",308,"20161231","","자체운영        ","2016-12-31","실내","37.61278718088628","03358",1140,"지하층","ZIBu4bSLExBbfF9wYEBnDg2QG0ZH8XxZazlhN0syiVc=","실내","은평구","불광동","은평구","03358","02-355-7868","126.93095658815864","2022-04-27","신고","서울특별시","아인스포츠 불광스포렉스","서울특별시 은평구 불광로 51 (불광동)","N","수영장업","서울특별시 은평구 불광동 272-2 불광초등학교"
"","N","",309,"20040323","정상운영","자체운영        ","2016-12-31","실내","37.5942156528","03476",692,"","HRmlchajsrnt9mKKMlz79KaIu+KoO3tTGkmFe4cs9to=","실내","은평구","응암동","","03476","02-383-9966","126.9245467005","2021-04-24","신고","서울특별시","엔젤스헤이븐","서울특별시 은평구 백련산로4길 16 (응암동)","N","수영장업",""
"","N","",310,"20060908","폐업","자체운영        ","2016-12-31","실내","37.5825637366","03493",1372,"","QEVh8tpPyeIgs5qslit0syjjVJJOdHo4Ktk4d7SYSv8=","실내","은평구","증산동","","03493","02-376-0070","126.9042749767","2022-11-08","신고","서울특별시","증산스포츠센터","서울특별시 은평구 증산서길 61 (증산동)","N","수영장업",""
"서울특별시","N","",311,"","정상운영","자체운영        ","2016-12-31","실내","37.5888913648","03631",1058,"","rrmB/aYOuRd8L49Lj8DcNe2JhO8v1EHQLWlPh5ox7Hw=","실내","서대문구","홍제동","서대문구","03631","02-395-0202","126.9492077251","2020-07-27","신고","서울특별시","F.M.C 스포츠클럽","서울특별시 서대문구 세무서2길 62 (홍제동)","N","수영장업","서울특별시 서대문구 홍제동 459 숙명유치원"
"서울특별시","N","",312,"","정상운영","자체운영        ","2016-12-31","실내","37.5784939444","120762",863,"","NPywfnx08MXWkLOzv1sjl+XzU/9OpRa9VSxNVE0z4pk=","실내","서대문구","","서대문구","120762","02-302-3114","126.917389696","2020-07-27","신고","서울특별시","삼성골드수영장","서울특별시 서대문구 증가로191 (삼성아파트 지층)","N","수영장업","서울 서대문구 증가로 191"
"","N","",313,"20050325","정상운영","자체운영        ","2016-11-07","","37.5527802435","04202",1280,"","iRrypLscsVxETURK7Njz+0++I+fZ5uYqkDqrHV9bZSw=","실내","마포구","아현동","","04202","02-364-9977","126.9606578164","2019-01-31","신고","서울특별시","소의스포렉스","서울특별시 마포구 마포대로24길 42 (아현동)","N","수영장업",""
"서울특별시","N","지하1층 B04호",314,"","정상운영","자체운영        ","2016-11-07","없음","37.544434329","04152",146,"","2+6P6OxOd6P+kohfUs9+sahdlesC9pBnxqaHsZ6J/SM=","실내","마포구","대흥동","마포구","04152","02-714-9951","126.9449651054","2020-07-27","신고","서울특별시","아이월드","서울특별시 마포구 독막로 288 (대흥동, 대흥동세양아파트)","N","수영장업",""
"제주특별자치도","N","",315,"","정상운영","","2016-12-31","실내","33.4828888436","",2182,"","nXkcxCTd+slEfY0hxhpUoAmExIfbkHCOmARa9VQKt58=","수영장","제주시","","제주시","","","126.430019509","2020-07-27","공공","제주특별자치도","외도수영장","외도1동 ","N","수영장","제주특별자치도 제주시 외도1동"
"경기도","N","",316,"","정상운영","","2016-12-31","실내","37.4348455254","423826",5169,"","EnqogwBpz3E7OlZKHYuQ94szFggM/EpIFYyUXoT17qc=","수영장","광명시","","광명시","423826","","126.880192857","2020-07-27","공공","경기도","여성회관수영장","소하동 1267번지","N","수영장","경기 광명시 소하동 1267"
"서울특별시","N","",317,"","정상운영","자체운영        ","2016-12-31","실내","37.6304570844","01143",6828,"","3IPczH2Mx0uCwW9nmuDHQFrUprPAgqMmNSTQIPReuqs=","수영장","강북구","번동","강북구","01143","02-944-2914","127.0377698874","2020-07-27","공공","서울특별시","강북웰빙스포츠센터수영장","서울특별시 강북구 오현로31길 51 (번동)","N","수영장","서울특별시 강북구 번동 318 강북웰빙스포츠센타"
"경기도","N","고양어울림누리 수영장",318,"20050831","정상운영","위탁운영        ","2016-12-31","실내","37.6490563009","10471",13400,"","hR9FuzD3sAamBxoHJc5+EiLY/ne2p8rqkxJol5lUG2Q=","수영장","고양시","성사동","고양시 덕양구","10471","","126.8353665942","2017-11-02","공공","경기도","고양어울림누리내 꽃우물수영장","경기도 고양시 덕양구 어울림로 33 (성사동)","N","수영장",""
"대구광역시","N","",319,"20060121","정상운영","","2016-12-31","실내","","",9115,"","W/mgy3RHfZ2B4cPmN3WuVbqKDY1oNXJQ0T3a530N6Jw=","수영장","","","달서구","","053-570-7001","","2016-12-31","공공","대구광역시","근로자종합복지회관수영장","","N","수영장",""
"경기도","N","분당판교청소년수련관 수영장",320,"20100323","정상운영","자체운영        ","2016-12-31","실내","37.3918999117","13477",14413,"분당판교청소년수련관 수영장","OQ7bGrE6ONHZtbLobbl0ZdBQuoBdAyUl7hC6dsJ2A+8=","수영장","성남시","판교동","성남시 분당구","13477","031-729-9600","127.0908701102","2022-12-09","공공","경기도","분당판교청소년수련관수영장","경기도 성남시 분당구 운중로225번길 37 (판교동)","N","수영장","경기도 성남시 분당구 판교동 553 판교도서관"
"경기도","N","",321,"","정상운영","","2016-12-31","실내","33.2866665186","","","","yyp0iS4URpq5as57ie6T5MQHuk7eJgYIh2vEBXEcYss=","수영장","구리시","","구리시","","031-558-3303","126.594250764","2020-07-27","공공","경기도","구리주민편익시설내수영장","","N","수영장"," 토평동 9-1번지일원"
"서울특별시","N","",322,"","정상운영","위탁운영        ","2016-12-31","실내","37.6414768271","01772","","","C9EkrUBiQXMdcKadE3hfVa6lQTtBpC6xZhllk5apSw0=","수영장","","상계동","노원구","01772","","127.0582154584","2020-07-27","공공","서울특별시","노원청소년수련관수영장","서울특별시 노원구 덕릉로70길 99 (상계동)","N","수영장",""
"경기도","N","",323,"","정상운영","","2016-12-31","실내","37.2206741432","445893","","","CqFjsTq39GFn1gfkDsLY1ABv9bfT0pWC9iEaD5ySB04=","수영장","화성시","","화성시","445893","","126.951731633","2020-07-27","공공","경기도","화성국민체육센터수영장","봉담읍 동화길 18","N","수영장","경기 화성시 봉담읍 동화길 18"
"대구광역시","N","",324,"19850708","정상운영","위탁운영        ","2016-11-07","실내","35.8469691886","42672",9224,"","NHDbstpibQSTX0aKfKdU44loGqhkAjop83O5SuP4qQg=","수영장","","성당동","달서구","42672","053-623-2150","128.5616279964","2018-03-30","공공","대구광역시","두류수영장","대구광역시 달서구 공원순환로 237 (성당동)","N","수영장","대구광역시 달서구 성당동  169-13 두류수영장"
"경기도","N","",325,"","정상운영","자체운영        ","2016-12-31","실내","37.4264438888","13828",1892,"","vEa//qWN+2MMcLy69cqvTt4Jb+PozcT6fQNHCoVR0Ic=","수영장","과천시","문원동","과천시","13828","02-2150-3970","127.0009083503","2020-07-27","공공","경기도","과천시청소년수련관실내수영장","경기도 과천시 참마을로 9 (문원동)","N","수영장","경기도 과천시 문원동 199 청소년수련관"
"서울특별시","N","",326,"","정상운영","","2016-12-31","실내","35.2141083604","",22520,"","aLj2IaT0Y9zXA1zKU2QLcIlsaUXPxvf3nhtEHcxh4ZU=","수영장","","","동작구","","02-822-2426","128.709590734","2020-07-27","공공","서울특별시","서울여성프라자수영장","","N","수영장","대방동 345-1"
"강원도","N","",327,"20110525","정상운영","자체운영        ","2016-12-31","실내","37.1629371934","26023",5317,"","P+znVnsnqpECIUqG4KPFVCr9YAHMCniRN2e/pvYk8HM=","수영장","태백시","황지동","태백시","26023","033-550-2878","128.9852920077","2018-05-15","공공","강원도","국민체육센터수영장","강원도 태백시 번영로 220 (황지동)","N","수영장","강원도 태백시 황지동 244-52 태백국민체육센터"
"서울특별시","N","",328,"","정상운영","","2016-12-31","실내","","",5209,"","fe8Gd7wZ4vf572wsd3Rf01Lu3z3GXZlXjWY7NtV1qzQ=","수영장","","","마포구","","","","2020-07-27","공공","서울특별시","서울시립청소년수련관수영장","","N","수영장",""
"서울특별시","N","",329,"","정상운영","","2016-12-31","실내","","",19261,"","79IfsWoxS3GTx/V6HozIRulNmUFAktfOe6hl3yUJsqc=","수영장","마포구","","마포구","","","","2020-07-27","공공","서울특별시","마포아트센터수영장","","N","수영장",""
"충청북도","N","",330,"20151212","정상운영","","2016-12-31","실내","36.931631966","369806",3979,"","efd/MngnOOJZq3/GZCfpjBDV4koCxpfP5UiTmv+/8sQ=","수영장","충주시","","충주시","369806","043-850-3282","127.691712636","2016-12-31","공공","충청북도","충주국민체육센터수영장","음성읍 읍내리 817-37","N","수영장","충북 음성군 음성읍 읍내리 817-37"
"","N","",331,"19931221","정상운영","자체운영        ","2016-11-07","실내","35.118050615","48584",802,"","Rgsd4oWf8Oc6Mhn/1qCh2149JJRphzIM6binegK19cY=","실내","남구","용호동","","48584","","129.1132703197","2021-06-16","신고","부산광역시","용호레포츠수영장","부산광역시 남구 동명로152번길 27 (용호동)","N","수영장업",""
"인천광역시","N","",332,"","정상운영","자체운영        ","2016-12-31","없음","37.5441221775","21043",22774,"","2GigxKKZoRZxRD3AY5EjiBl6DshcV4//MknLs3zN1JE=","실외","계양구","계산동","계양구","21043","032-545-3700","126.7124114751","2020-07-27","신고","인천광역시","계산수영장","인천광역시 계양구 경명대로972번길 18 (계산동)","N","수영장업",""
"인천광역시","N","",333,"","정상운영","","2016-12-31","","37.7253410615","417891",1157,"","EBO/enyss94cpa8nE0c0kRfbxFi2fQwpLr4Y6ixASSE=","실외","강화군","","강화군","417891","","126.417986161","2020-07-27","신고","인천광역시","삼별초수영장","강화군 내가면 고비고개로 663","N","수영장업","인천 강화군 내가면 고비고개로 663"
"인천광역시","N","",334,"20161231","정상운영","자체운영        ","2016-12-31","실외","37.7411874176","23028",2150,"","mGgzGStDpTqroG49kxVirHBiTSqB2Td45XwbL3ZIccs=","실외","강화군","국화리","강화군","23028","032-932-3833","126.4557648729","2021-10-22","신고","인천광역시","산들애캠핑수영장","인천광역시 강화군 강화읍 고비고개로 210-10","N","수영장업","인천광역시 강화군 강화읍 국화리 579-2"
"","N","",335,"20100701","정상운영","자체운영        ","2016-12-31","실내외","36.4538832106","306190","","","ejN4wo1Vb2m3dQ+XYaHf6i89n+tDM4xp7z5i/Icm0as=","실외","대덕구","","","306190","042-932-7333","127.421567699","2019-01-22","신고","대전광역시","금강로하스산호빛공원 야외수영장","대전광역시 대덕구 대덕대로1527번길 200 (석봉동)","N","수영장업",""
"울산광역시","N","",336,"20161231","정상운영","자체운영        ","2016-12-31","실외","35.4062556287","689904",1276,"","M5KUZwyDsFhbUV2aWt9Noik6v3poPGLPvWaxlrT4xpg=","실외","울주군","","울주군","689904","052-237-6666","129.292097907","2022-06-30","신고","울산광역시","발리온천개발(주)아쿠아파크(실외)","울산시 울주군 온양읍 상발2길 34","N","수영장업","울산 울주군 온양읍 상발2길 34"
"울산광역시","N","",337,"20161231","","자체운영        ","2016-12-31","실외","35.6257265929","44918",4692,"","ybeA+gBL5jVfmxIpOxCzeDpCx8MjcO+GhMP2psBoD78=","실외","울주군","중리","울주군","44918","052-2461-245","129.2219598707","2020-11-17","신고","울산광역시","범서온천지지워터피아","울산광역시 울주군 범서읍 두동로 704","N","수영장업","울산광역시 울주군 범서읍 중리 225-1 범서온천지지워터피아"
"울산광역시","N","",338,"20161231","정상운영","자체운영        ","2016-12-31","없음","35.5390900815","689811",1026,"","HQ5ewi7Lb5N/z2BNzRvurncKzEgiE2HDYykYOZtCR5U=","실외","울주군","","울주군","689811","052-262-5588","129.098874198","2021-11-05","신고","울산광역시","에덴파크","울산시 울주군 삼남면 자수정로 112","N","수영장업","울산 울주군 삼남면 자수정로 112"
"경기도","N","",339,"","정상운영","자체운영        ","2016-11-07","실외","37.8822979659","10806",372,"","vTQGeLdOg9Wvnfp9kD7MtQetntc/W3P1ixvIhju2fnw=","실외","파주시","금곡리","파주시","10806","031-959-0123","126.8698914196","2020-07-27","신고","경기도","쇠꼴마을","경기도 파주시 법원읍 술이홀로1333번길 164","N","수영장업","경기도 파주시 법원읍 금곡리 420-6"
"경기도","N","",340,"20060106","폐업","자체운영        ","2016-12-31","실내외","37.1976812059","467871",2313,"","j9Ys7fFA1ssnq/ZIv363X16rUmLbl9Wng8Jmt1Y24qY=","실외","이천시","","이천시","467871","031-645-2000","127.44626689","2020-06-19","신고","경기도","이천테르메덴","이천시 모가면 사실로 988","N","수영장업",""
"경기도","N","",341,"","정상운영","자체운영        ","2016-12-31","없음","37.0935578259","456893",1807,"","fd4T0ZNKqL2+mJhDmlrVPmEj8375KAB3etWWuizJBUQ=","실외","안성시","","안성시","456893","031-674-8255","127.436944951","2020-07-27","신고","경기도","안성 내츄럴리조트","안성시 죽산면 죽양대로 136-16","N","수영장업","경기 안성시 죽산면 죽양대로 136-16"
"서울특별시","N","",342,"19950430","정상운영","","2016-12-31","실내","37.5163952347","158885",7982,"","yHnV9kcf6D3NAN13Wn5HtcPy+eGKzN7qIPTbzf0Kfhs=","수영장","양천구","","양천구","158885","02-2652-1792","126.864584048","2016-12-31","공공","서울특별시","양천구민체육센터수영장","신정동322-10","N","수영장","서울 양천구 신정동 322-10"
"전라북도","N","예체문화관수달수영장",343,"20021030","정상운영","자체운영        ","2016-12-31","실내","36.0023606059","55514",300,"","mAT6pdPAULtaM+v80jnvd/Emtj+f0bCpIo4T0xtfw3k=","수영장","무주군","당산리","무주군","55514","063-320-5630","127.6625301903","2021-12-30","공공","전라북도","예체문화관수달수영장","전라북도 무주군 무주읍 한풍루로 326-17","N","수영장",""
"강원도","N","",344,"19960729","정상운영","","2016-12-31","실내","","",7617,"","w1OGBzQp4qbvzx8ZfyoPJeGhbrOU86rvVP/FXyJfKAc=","수영장","원주시","","원주시","","033-737-3725","","2016-12-31","공공","강원도","근로자종합복지회관수영장","","N","수영장",""
"서울특별시","N","",345,"","정상운영","","2016-12-31","","37.5511741732","134836",3010,"","0xfIXyw75UM+ZKpOWVp4RUir8MM6r1Tm2nqPYoHKTWU=","실내","강동구","","강동구","134836","02-427-9111","127.168740834","2020-07-27","신고","서울특별시","고덕사회체육센터","서울시 강동구 구천면로93길 12 (상일동)","N","수영장업","서울 강동구 구천면로93길 12"
"서울특별시","N","",346,"20111024","정상운영","자체운영        ","2016-12-31","실내","37.5240659538","134846",448,"","3+dBAdr7vIaCAQqsknqa3By+v83+5R/+WrYtq9bubak=","실내","강동구","","강동구","134846","02-6348-8001","127.130990756","2018-12-11","신고","서울특별시","키즈토피아","서울시 강동구 양재대로81길 64, 지층 (성내동)","N","수영장업","서울 강동구 양재대로81길 64"
"부산광역시","N","",347,"20161231","","","2016-12-31","","35.1092061992","600811",159,"","aczfCGnLOUzvZ1FnwALeFwDjIBm7KROl6Yg9oGu5UH8=","실내","중구","","중구","600811","051-466-9101","129.035276496","2021-10-29","신고","부산광역시","코모도 실내수영장","부산광역시 중구 중구로 151(영주동)","N","수영장업","부산 중구 중구로 151"
