addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"인천광역시","N","인천광역시 서구 국제대로 255, 청라 스포월드 4층 (연희동)",71,"20210722","정상운영","2021-08-02","실내","37.5413785206897","22746",821,"인천광역시 서구 국제대로 255, 청라 스포월드 4층 (연희동)","jvxLJUkgDvXsRow5+mKRBJ4L2EOHzMJlVvjdjCrdQR8=","농구","서구","연희동","서구","22746","","126.648322633451","2021-10-22","신고","인천광역시","M&M 농구교실","인천광역시 서구 국제대로 255(연희동)","Y","체육교습업","인천광역시 서구 연희동 산148-11"
"부산광역시","N","",72,"20210712","폐업","2021-07-15","없음","35.2438418119491","46245",111,"","9WuAkewGh02tKPtsjTQneiNciuDy5z0bHsVJguCZpzY=","농구","금정구","구서동","금정구","46245","051-514-6112","129.085571678272","2022-11-01","신고","부산광역시","조이플레이","부산광역시 금정구 금샘로246번길 18(구서동, 구서에스케이뷰1단지)","Y","체육교습업","부산광역시 금정구 구서동 1074 구서에스케이뷰1단지"
"세종특별자치시","N","",73,"20210603","정상운영","2021-06-16","없음","36.4554517144923","30084",272,"","QEAoM/U1/0EWi2jYJwP3CO4Uq/jz3Rlgk0ailNVpNmA=","농구","세종시","영곡리","세종시","30084","","127.262237369086","2021-06-16","신고","세종특별자치시","슬기로운 아카데미","세종특별자치시 금남면 성덕영곡길 146-39","Y","체육교습업","세종특별자치시 금남면 영곡리 371-2"
"경기도","N","",74,"20210616","정상운영","2021-06-18","실내","37.6512581827003","10064",432,"","soQxQCNVhhGkw2c/wBavJrmfseQp59o8CkKpxvrmhRM=","농구","김포시","석모리","김포시","10064","","126.658338600308","2021-06-18","신고","경기도","엘리트 스포츠 클럽","경기도 김포시 양촌읍 해평로 158","Y","체육교습업","경기도 김포시 양촌읍 석모리 282-1"
"경기도","N","2층",75,"20210527","정상운영","2021-06-10","없음","37.358016074552","15845",444,"2층","/FT62zmzXz8FLdLDa52XfqTLkE8L0p4q8lidm172/rA=","농구","군포시","당동","군포시","15845","","126.949173523417","2023-05-09","신고","경기도","링담농구교실","경기도 군포시 공단로 143 (당동)","Y","체육교습업","경기도 군포시 당동 51-4"
"경기도","N","",76,"20210628","정상운영","2021-06-30","실내","37.6160314258194","10104",649,"2층 (감정동)","Lur9DftPkMzWtGi1IiAbE1rmhAVLLRfj5xAnEdaiaAE=","농구","김포시","감정동","김포시","10104","031-996-5141","126.702593101955","2023-01-03","신고","경기도","예비 사회적기업 이에스스포츠 나눔 사회적 협동조합","경기도 김포시 감정로 86(감정동)","Y","체육교습업","경기도 김포시 감정동 626-10"
"경기도","N","1층 (장기동)",77,"20210506","정상운영","2021-07-02","실내","37.6395811698384","10088",180,"1층 (장기동)","Z7F+MESj/9ICTdPf+ahziv0wR4/jtweO5qao1j1cYKc=","농구","김포시","장기동","김포시","10088","","126.674282345248","2021-07-02","신고","경기도","엔조이 스포츠","경기도 김포시 초당로16번길 86-3(장기동)","Y","체육교습업","경기도 김포시 장기동 2043-2"
"경기도","N","1층",78,"20210513","정상운영","2021-07-02","실내","37.6064645716208","10124",300,"1층","viPSHuPqQcB/oMYIQSN4WOhPTpFci20vXEcg49ZhlWw=","농구","김포시","신곡리","김포시","10124","","126.783785352539","2023-01-03","신고","경기도","이에스 스포츠 나눔 사회적 협동조합","경기도 김포시 고촌읍 은행영사정로 157","Y","체육교습업","경기도 김포시 고촌읍 신곡리 148-3"
"경상남도","N","",79,"20210317","정상운영","2021-06-25","실내","35.2758370705393","50853",341,"","A3ttIRbi2qlZr5FI86mD81kKKgiIPk2LXz7yLpeAKwY=","농구","김해시","신천리","김해시","50853","055-336-7474","128.842737665388","2022-11-10","신고","경상남도","코리아짐","경상남도 김해시 한림면 김해대로1559번길 8","Y","체육교습업","경상남도 김해시 한림면 신천리 285"
"인천광역시","N","",80,"20210427","정상운영","2021-08-09","실내","37.5793912535823","22672",489,"","CSfK1/wtho26Iq374d9kcwdw/R3mAukWs8TbA9Z8gFw=","농구","서구","백석동","서구","22672","","126.660461291021","2021-08-09","신고","인천광역시","코리아 농구교실","인천광역시 서구 한서로 22(백석동)","Y","체육교습업","인천광역시 서구 백석동 212-221"
"인천광역시","N","",81,"20210806","정상운영","2021-08-27","실내","37.5793912535823","22672",489,"","q+E+fgv9HDBr5OefRR5+EpnS8C9SGpF4/jDdL2+GaGg=","농구","서구","백석동","서구","22672","","126.660461291021","2021-08-27","신고","인천광역시","코리아 농구교실","인천광역시 서구 한서로 22(백석동)","Y","체육교습업","인천광역시 서구 백석동 212-221"
"인천광역시","N","",82,"20210806","정상운영","2021-08-27","실내","37.5793912535823","22672",489,"","2gRQ7T0rReB6HD5InEFPeRLFzoO0K6YLNh5DDa/abtA=","농구","서구","백석동","서구","22672","","126.660461291021","2021-08-27","신고","인천광역시","코리아 농구교실","인천광역시 서구 한서로 22(백석동)","Y","체육교습업","인천광역시 서구 백석동 212-221"
"경기도","N","",83,"20210304","정상운영","2021-08-11","실내","37.6326999638691","10500",486,"동성골드프라자 B1층 (화정동)","gO8RVvNUfWqXqZXvCENfRgefeu1MzgmBQIZ3PFFp0hM=","농구","고양시","화정동","고양시","10500","","126.832570314195","2022-10-13","신고","경기도","피닉스 농구교실","경기도 고양시 덕양구 화신로260번길 41(화정동)","Y","체육교습업","경기도 고양시 덕양구 화정동 978-2 동성골드프라자"
"세종특별자치시","N","",84,"20210907","정상운영","2021-09-15","없음","36.4983721423847","30055",710,"","kFZctyVNurfePOU2n6C9lV4JUloVFjgTIBFpdaDRui0=","농구","세종시","봉안리","세종시","30055","","127.223679644351","2022-02-22","신고","세종특별자치시","주식회사 세종스포츠센터","세종특별자치시 장군면 봉안길 72","Y","체육교습업","세종특별자치시 장군면 봉안리 386-1"
"경상남도","N","",85,"20210908","정상운영","2021-09-15","실내","35.2353280230588","50808",397,"","1r1GM+wisCknZyD/T5LlCvx3eihZHnSy2veN0gv+KdY=","농구","김해시","초정리","김해시","50808","","128.991689778892","2022-11-10","신고","경상남도","플라이스포츠","경상남도 김해시 대동면 동남로45번길 43","Y","체육교습업","경상남도 김해시 대동면 초정리 1059-9"
"서울특별시","N","",86,"20210813","정상운영","2021-08-31","실내","37.5539579257605","05269",118,"","yEwr5sUlU6e52v+wq4vnR1UGnSffcH1QfSua/d4Ie4U=","농구","강동구","명일동","강동구","05269","","127.154637177627","2021-08-31","신고","서울특별시","TEAMK 스포츠아카데미","서울특별시 강동구 동남로75길 27(명일동)","Y","체육교습업","서울특별시 강동구 명일동 47-2 고덕역갑을명가시티 오피스텔"
"경기도","N","",87,"20210720","정상운영","2021-09-01","실내","37.2609087697758","17038",399,"","R7g0cROw5v57Lid14FXs3P1A3+6g99dSHs/kl69BABA=","농구","용인시","고림동","용인시 처인구","17038","031-333-0633","127.223184334798","2022-11-02","신고","경기도","히로스포츠","경기도 용인시 처인구 경안천로258번길 84(고림동)","Y","체육교습업","경기도 용인시 처인구 고림동 480-2"
"경기도","N","에이스프라자 B01호",88,"20210721","정상운영","2021-08-05","없음","37.3318624679332","16876",353,"에이스프라자 B01호","Cr1naYztvsoz9J/+rcLW68zRH6XgqUNrOPWLkK/V1l0=","농구","용인시","죽전동","용인시","16876","031-897-7955","127.12760541724","2022-11-03","신고","경기도","아이앤제이 스포츠","경기도 용인시 수지구 현암로 165(죽전동)","Y","체육교습업","경기도 용인시 수지구 죽전동 1188-5 에이스프라자"
"충청북도","N","",89,"20210902","정상운영","2021-09-07","실내","36.9827863413225","27353",332,"","y8wFEr4D7Nt2Wy9c+rvijIc/dGk8TsjECewJWGK5n+8=","농구","충주시","연수동","충주시","27353","","127.944153347095","2021-09-07","신고","충청북도","스카이플러스스포츠","충청북도 충주시 계명대로 265(연수동)","Y","체육교습업","충청북도 충주시 연수동 1641"
"서울특별시","N","지층",90,"20210521","정상운영","2021-09-02","없음","37.5436810220846","05302",1884,"","qBOgFz1rLVHn1lGj87oAGxdJVO4L9s6rHj5HFRjvFYk=","농구","강동구","길동","강동구","05302","02-477-9450","127.142488397578","2021-09-02","신고","서울특별시","스포키즈","서울특별시 강동구 양재대로 1548(길동)","Y","체육교습업","서울특별시 강동구 길동 335-2 태영빌딩"
"충청북도","N","",91,"20210721","정상운영","2021-09-02","실내","36.7038749713653","28132",494,"","ZjLylw7PikHUoCmtksj3eopAuJx/5eakRK95LkUAxMI=","농구","청주시","신평리","청주시 청원구","28132","","127.438244079516","2023-05-17","신고","충청북도","클린샷 농구교실","충청북도 청주시 청원구 오창읍 신평중신길 14","Y","체육교습업","충청북도 청주시 청원구 오창읍 신평리 654-8"
"경기도","N","",92,"20210917","정상운영","2021-09-28","없음","37.1555709212438","18533",493,"","JzzPdkNpnLaq7l4y7h+mTOqPOw5A4c9UdGeNhXRUh1w=","농구","화성시","가재리","화성시","18533","","126.934914445957","2022-03-29","신고","경기도","디센트 농구교실","경기도 화성시 팔탄면 신양3길 34-8","Y","체육교습업","경기도 화성시 팔탄면 가재리 9-12"
"충청북도","N","",93,"20210817","정상운영","2021-08-20","없음","36.6203817563914","28374",490,"","RLEn6N2UJFA6ZSers3kh/jEm6lo46O7Zw4Kd0J1YyBM=","농구","청주시","휴암동","청주시 흥덕구","28374","","127.402619232297","2022-06-29","신고","충청북도","삼성리틀썬더스","충청북도 청주시 흥덕구 신전로 2(휴암동)","Y","체육교습업","충청북도 청주시 흥덕구 휴암동 402-1"
"경기도","N","",94,"20210809","정상운영","2021-09-27","실내","37.2877952295329","15624",0,"","YNZx31gc+ep2L75RlAHh8M+/GSJEenBjvb0UznI7Xso=","농구","안산시","사동","안산시","15624","","126.851047023167","2022-02-08","신고","경기도","TOP농구교실","경기도 안산시 상록구 감골1로 35(사동)","Y","체육교습업","경기도 안산시 상록구 사동 1346 상록수타운월드아파트 월드스포션"
"서울특별시","N","",95,"20210902","정상운영","2021-09-10","없음","37.6262433964969","01835",313,"","qbPCLFtknIOy+lRPOWQY6j5z3VCzR9+oYSsc0xaSkLs=","농구","노원구","공릉동","노원구","01835","02-972-8997","127.07941174126","2022-10-25","신고","서울특별시","짐앤아이유소년스포츠센터","서울특별시 노원구 공릉로 183(공릉동)","Y","체육교습업","서울특별시 노원구 공릉동 408-6"
"경상남도","N","1층",96,"20210916","정상운영","2021-09-28","실내","35.1651830882457","51021",305,"1층","/Sxvcoy3oqwQlNjUN61clBOUNTnGJ5xx+DuLLMfXb+A=","농구","김해시","장유동","김해시","51021","","128.820522386048","2021-09-28","신고","경상남도","용인대 S&K 유소년스포츠클럽","경상남도 김해시 율하로 414-34(장유동)","Y","체육교습업","경상남도 김해시 장유동 493-1"
"서울특별시","N","",97,"20210706","정상운영","2021-09-13","없음","37.4761494185978","06752",420,"","kXgMTcEKkGMx8GzZ+ysBSmQ5wGEWyv8ajqsfGZHw94s=","농구","서초구","양재동","서초구","06752","","127.035338768606","2022-10-25","신고","서울특별시","강남서초주니어농구교실","서울특별시 서초구 바우뫼로27길 7-31(양재동)","Y","체육교습업","서울특별시 서초구 양재동 75-1"
"경기도","N","",98,"20211019","정상운영","2021-10-25","없음","37.4466712983815","14316",265,"","sX+k/oSSPbalMDRJMDbJBodzQ+saEg2P93W/iAAU6Kc=","농구","광명시","소하동","광명시","14316","02-898-5969","126.881579158461","2023-01-19","신고","경기도","팀케이농구교실","경기도 광명시 오리로 500(소하동)","Y","체육교습업","경기도 광명시 소하동 1343-1"
"부산광역시","N","",99,"20211025","정상운영","2021-10-29","없음","35.1869094273201","47554",388,"","n9YyJIxvhh3wqQW75+f6SJYLxbDF0MiWvph1UDTY+H8=","농구","연제구","연산동","연제구","47554","","129.087506026835","2022-02-11","신고","부산광역시","(주)모션스포츠","부산광역시 연제구 쌍미천로 160(연산동)","Y","체육교습업","부산광역시 연제구 연산동 325-1 행복한교회"
"제주특별자치도","N","",100,"20210811","정상운영","2021-08-17","실내","33.4959334003233","63190",211,"지하1층","GR1XRG5k3rvEuYxbOBmL4zIFYfX+Cag4upcjerHH7x0=","농구","제주시","오라일동","제주시","63190","064-702-5101","126.519481880161","2021-08-17","신고","제주특별자치도","리스펙","제주특별자치도 제주시 서사로 184(오라일동)","Y","체육교습업","제주특별자치도 제주시 오라일동 2451-6"
"제주특별자치도","N","",101,"20210811","정상운영","2021-08-17","실내","33.497888397017","63148",386,"","eZyLCBcIhiXCVhGQcnDRSMAJ1Fp83E41UVJBIkFoBRc=","농구","제주시","오라삼동","제주시","63148","","126.501337537562","2021-08-17","신고","제주특별자치도","리스펙 스포츠 아카데미","제주특별자치도 제주시 서광로 46-8(오라삼동)","Y","체육교습업","제주특별자치도 제주시 오라삼동 2606"
"서울특별시","N","",102,"20211012","정상운영","2021-10-13","없음","37.5462992589271","05296",423,"","5cVb32u7UFGRs3X3QFnipHvnECjST1NbI5PdJrT4z4M=","농구","강동구","명일동","강동구","05296","","127.145789262651","2022-11-17","신고","서울특별시","지오어린이스포츠클럽","서울특별시 강동구 상암로 210(명일동)","Y","체육교습업","서울특별시 강동구 명일동 347-3 명일현대종합상가"
"경기도","N","",103,"20210930","정상운영","2021-10-13","없음","37.1926304178769","18111",290,"","aCUf4E2VSALZayS5va37jHavovKn3H+K2jxLARSaDbQ=","농구","오산시","세교동","오산시","18111","070-8809-3399","127.043018528388","2023-01-04","신고","경기도","볼트바스켓","경기도 오산시 독산성로449번길 42(세교동)","Y","체육교습업","경기도 오산시 세교동 176"
"경기도","N","",104,"20211007","정상운영","2021-10-13","없음","37.1290705909181","18146",462,"","1ex6p8RHSLjomvdjxBOpZyKEXawEmF7v3o7J07Z2EtU=","농구","오산시","갈곶동","오산시","18146","031-378-0506","127.067903806945","2023-01-04","신고","경기도","경희 스포츠 아카데미","경기도 오산시 오산로 28(갈곶동)","Y","체육교습업","경기도 오산시 갈곶동 207"
"경기도","N","",105,"20210503","정상운영","2021-09-29","실내","37.7061981265521","10904",0,"","oSACwBdmZUCdHpgI6c9fAKGQCnHXkSSGhcdvg3udebI=","농구","파주시","동패동","파주시","10904","","126.750166891833","2022-12-06","신고","경기도","월드드림스포츠","경기도 파주시 미래로310번길 90(동패동)","Y","체육교습업","경기도 파주시 동패동 39-34"
"충청남도","N","",106,"20211001","정상운영","2021-10-05","실내","36.7485369799008","32143",297,"2층","uM5OiLo5B4aVXXsTQPWEaiIlRrxOlR6DiB4yZrMzWsI=","농구","태안군","","태안군","32143","","126.304158069916","2021-10-05","신고","충청남도","엠제이 뉴스포츠 성균관체육교습소","충청남도 태안군 태안읍 동문3길 17","Y","체육교습업","충청남도 태안군 태안읍 동문리 883-4"
"광주광역시","N","109호",107,"20210528","정상운영","2021-10-06","없음","35.1904433834811","62306",195,"109호","wNz0Dd2/ASoh56wi+lL+WqzvS6tiu69QMgv7sIioFKk=","농구","광산구","수완동","광산구","62306","062-412-2011","126.823265585855","2021-10-06","신고","광주광역시","우지원 농구아카데미","광주광역시 광산구 장신로 120(수완동)","Y","체육교습업","광주광역시 광산구 수완동 1412"
"광주광역시","N","",108,"20210908","정상운영","2021-10-06","실내","35.1765696773133","62319",297,"(운남동)","0QJrmqGBa72GrInE2KW21PK0uvICIv6EoINPgK/Gj3s=","농구","광산구","","광산구","62319","062-710-8208","126.823104492239","2021-10-07","신고","광주광역시","맨투맨스포츠","광주광역시 광산구 목련로219번길 111-3(운남동)","Y","체육교습업","광주광역시 광산구 운남동 345"
"경상남도","N","",109,"20211026","정상운영","2021-10-27","실내","35.2354758991803","50808",489,"","iBh81wALEcUTgas94bw18XaOoHVKpVMGWdBkdVcvizY=","농구","김해시","초정리","김해시","50808","","128.991509418888","2022-12-31","신고","경상남도","팀점프","경상남도 김해시 대동면 동남로45번길 41","Y","체육교습업","경상남도 김해시 대동면 초정리 1059"
"인천광역시","N","",110,"20210806","정상운영","2021-08-09","실내","37.5492764392892","22745",494,"","jwSINUPVZ6ET9bMcaCns7QYbcRF/lESYPtM9pb5HkJ0=","농구","서구","경서동","서구","22745","032-564-5968","126.648951270371","2022-03-11","신고","인천광역시","KBC농구교실 청라가정점","인천광역시 서구 중봉대로771번길 12(경서동)","Y","체육교습업","인천광역시 서구 경서동 350-53"
"인천광역시","N","",111,"20210401","정상운영","2021-08-09","실내","37.5641035150118","22695",165,"","jnhkaUHX6UcXe1CPjqef5JPJ7tluTvfhQNQ4yfXY8vg=","농구","서구","검암동","서구","22695","032-212-7000","126.671903612917","2022-12-02","신고","인천광역시","지엔지 농구교실","인천광역시 서구 승학로483번길 22-3(검암동)","Y","체육교습업","인천광역시 서구 검암동 604-2"
"인천광역시","N","",112,"20210401","정상운영","2021-08-09","실내","37.5925400950853","22682",149,"","2EdZj5tzMtTtn6uEv8VdEboKp6jR3SyImGK68PMqiXM=","농구","서구","당하동","서구","22682","","126.698126875175","2021-08-09","신고","인천광역시","지엔지 농구클럽","인천광역시 서구 고산후로95번길 10(당하동)","Y","체육교습업","인천광역시 서구 당하동 1030-7 뉴시티프라자"
"인천광역시","N","",113,"20210326","정상운영","2021-08-09","없음","37.5495978287942","22745",266,"","te9t8hKCk5Uf0vAiJ0PMypIDA4LzI4sdb9U6s/aVo3w=","농구","서구","경서동","서구","22745","","126.649195442022","2021-08-09","신고","인천광역시","이글스 스포츠클럽","인천광역시 서구 중봉대로 781(경서동)","Y","체육교습업","인천광역시 서구 경서동 350-54"
"인천광역시","N","",114,"20210208","정상운영","2021-08-09","실내","37.4837804503405","22826",487,"","UIQs24YB/2PI3Fte3Pf6lPHOydc+PNiza/ccQcUvjYk=","농구","서구","가좌동","서구","22826","032-516-5969","126.680906666179","2021-11-10","신고","인천광역시","팀케이농구교실 부평서구점","인천광역시 서구 가좌로83번길 46(가좌동)","Y","체육교습업","인천광역시 서구 가좌동 290-6"
"경기도","N","",115,"20211104","정상운영","2021-12-17","실내","37.2344020024162","18374",162,"","yWW0C40tQJ/RERpVh5i3sOHR5DcL/nhgRok4vmJAuxY=","농구","화성시","반정동","화성시","18374","","127.039130497252","2021-12-17","신고","경기도","BBC농구교실","경기도 화성시 반정로153번길 3-1(반정동)","Y","체육교습업","경기도 화성시 반정동 112-7"
"인천광역시","N","",116,"20211111","정상운영","2021-12-03","없음","0","21588",333,"(수산동)","0Z9u8eJbqyZpRP/c45M/OkeRoOjy3A3czvQKuQnUeFo=","농구","남동구","","남동구","21588","032-469-5968","0","2022-09-21","신고","인천광역시","탑 농구교실","인천광역시 남동구 경신로 40(수산동)","Y","체육교습업","인천광역시 남동구 수산동 28-13"
"인천광역시","N","투엠프라자",117,"20211111","정상운영","2021-12-03","없음","0","21614",401,"투엠프라자 801호,802호 (서창동)","ejYR3n6KRFSjVzY+c5YO6HV2nAOVC55hC62jWt/cWTc=","농구","남동구","","남동구","21614","032-469-5968","0","2022-09-21","신고","인천광역시","탑 농구교실","인천광역시 남동구 서창남로 81(서창동)","Y","체육교습업","인천광역시 남동구 서창동 686-2 투엠프라자"
"인천광역시","N","",118,"20211103","정상운영","2021-12-03","없음","0","21588",330,"(수산동)","PFPRXtjhXzRnHU7XDwzNDNvPPdEMIfIOdhs+bKL9sVU=","농구","남동구","","남동구","21588","032-466-5969","0","2021-12-03","신고","인천광역시","코리아 농구교실","인천광역시 남동구 경신로60번길 7(수산동)","Y","체육교습업","인천광역시 남동구 수산동 50-4"
"인천광역시","N","",119,"20211029","정상운영","2021-12-03","없음","","21682",308,"(고잔동)","tc2PG97to5vtD/C4IU/XkjfAzwI/fX4EmcPI9VnJs1c=","농구","남동구","","남동구","21682","032-446-5969","","2022-12-01","신고","인천광역시","팀케이 농구교실","인천광역시 남동구 앵고개로 680 (고잔동)","Y","체육교습업","인천광역시 남동구 고잔동 299 "
"세종특별자치시","N","",120,"20211124","정상운영","2021-12-01","실내","36.4801136674669","30130",257,"","yYIQHhE2a9WU+eVTiJBOJQSaSwyc+hn9kg133CeOSLU=","농구","세종시","한솔동","세종시","30130","","127.254586187137","2021-12-01","신고","세종특별자치시","세종 에스엠씨(SMC) 스포츠","세종특별자치시 노을3로 94(한솔동)","Y","체육교습업","세종특별자치시 한솔동 929 세종타워"
"경기도","N","",121,"20211129","정상운영","2021-12-01","없음","0","14925",272,"1층 (계수동)","csRN1hRiiycm9HHY84V8fRIUvBfkvOZScVV7oKtfH9w=","농구","시흥시","","시흥시","14925","","0","2022-03-18","신고","경기도","부천 어린이 농구교실","경기도 시흥시 범안로266번길 40-10(계수동)","Y","체육교습업","경기도 시흥시 계수동 350-1"
"전라북도","N","",122,"20211111","정상운영","2021-12-02","없음","35.8379915663614","55365",323,"","qV/gtq/tX3erSnxp/P4jY2rIsCYhrYTmOOlKiOp3NDc=","농구","완주군","갈산리","완주군","55365","","127.056036151823","2021-12-02","신고","전라북도","J&B","전라북도 완주군 이서면 기지로 36","Y","체육교습업","전라북도 완주군 이서면 갈산리 663-1"
"부산광역시","N","",123,"20211125","정상운영","2021-11-30","없음","35.3211912784683","46015",202,"","hSdAvJ+edDwDX1XJ7qKFKgxWKt8sxridkb0ILsG5E20=","농구","기장군","매학리","기장군","46015","","129.178279212468","2022-11-03","신고","부산광역시","피이씨(PEC) 바스켓볼","부산광역시 기장군 정관읍 정관중앙로 45","Y","체육교습업","부산광역시 기장군 정관읍 매학리 717-6"
"경기도","N","",124,"20210722","정상운영","2021-12-02","없음","37.7152777252783","10909",265,"","+tEQC9agXTE7NN3g/k99GD4EukaMoh7U5llX3a/elEY=","농구","파주시","야당동","파주시","10909","031-949-3344","126.765276845806","2023-05-05","신고","경기도","리스펙","경기도 파주시 송학1길 158-17(야당동)","Y","체육교습업","경기도 파주시 야당동 226-80"
"경기도","N","1동",125,"20211122","정상운영","2021-11-24","실내","37.2822337111312","16372",720,"1동","bS+H5gqqWay8ydamzsl1izksU7wJzv8R6DoJSF3uNVo=","농구","수원시","입북동","수원시 권선구","16372","","126.960664670094","2021-11-24","신고","경기도","애플바스켓볼","경기도 수원시 권선구 서수원로594번길 160(입북동)","Y","체육교습업","경기도 수원시 권선구 입북동 796-16"
"경기도","N","제중빌딩",126,"20211123","정상운영","2021-11-24","없음","37.4441701641374","13346",402,"제중빌딩 B1층 (신흥동)","011EhPMvDxCOHVovTpgXAwfhoqFLqfqiHKsrzeMXx/E=","농구","성남시","","성남시","13346","070-8847-7088","127.143180351156","2021-11-24","신고","경기도","FS 스포츠클럽","경기도 성남시 수정구 수정로 210(신흥동)","Y","체육교습업","경기도 성남시 수정구 신흥동 3436-11 제중빌딩"
"충청북도","N","",127,"20211101","정상운영","2021-12-02","없음","36.7037265912624","28152",447,"","+Bg8ZgKBzJ+wIhG0J+DZvikfgOphBtaVHl6jaJd37M0=","농구","청주시","","청주시","28152","","127.504168898649","2021-12-02","신고","충청북도","씨에이치씨 농구교실","충청북도 청주시 청원구 내수읍 원통숲안1길 34-14","Y","체육교습업","충청북도 청주시 청원구 내수읍 원통리 400-8"
"경기도","N","225~227",128,"20211129","정상운영","2021-12-14","없음","37.2881245943755","16514",187,"225~227","kAMfaOs22fwyiDOPSQVKcCCI3R9QcrPUgnkEY3N0mtc=","농구","수원시","하동","수원시","16514","031-301-5557","127.060702664758","2021-12-14","신고","경기도","B.I.P 1호점","경기도 수원시 영통구 광교중앙로 170(하동)","Y","체육교습업","경기도 수원시 영통구 하동 1016 광교 효성해링턴 타워"
"경기도","N","C동 1008~1014",129,"20211129","정상운영","2021-12-14","없음","37.2910333582533","16512",340,"C동 1008~1014","5JdjvUIcChnbxlietowtsUnKVqNi66hWcrpxwFd+PHk=","농구","수원시","하동","수원시","16512","031-302-5557","127.066670743351","2021-12-14","신고","경기도","B.I.P 2호점","경기도 수원시 영통구 광교중앙로248번길 7-2(하동)","Y","체육교습업","경기도 수원시 영통구 하동 989 원희캐슬 광교"
"경기도","N","1층",130,"20211123","정상운영","2021-12-14","없음","37.2557949844753","16676",390,"1층","VPiGO9E1cFdS73hyYmoeRIaIUPWSSVzSSJTk8+Hplg4=","농구","수원시","매탄동","수원시 영통구","16676","","127.059985493859","2021-12-14","신고","경기도","프라임 타임","경기도 수원시 영통구 신원로211번길 36(매탄동)","Y","체육교습업","경기도 수원시 영통구 매탄동 489-2"
"경기도","N","스타스퀘어 빌딩",131,"20211116","정상운영","2021-11-18","실내","","10585",249,"스타스퀘어 빌딩 1004,1005호 (지축동)","XBquiE5ZLs6GGRgk8tyU0frlWkgafnRY99hXEFPSptE=","농구","고양시","","고양시","10585","","","2023-04-26","신고","경기도","일산 스포츠","경기도 고양시 덕양구 지축로 52, 스타스퀘어 빌딩 1004,1005호 (지축동)","Y","체육교습업","경기도 고양시 덕양구 지축동 996-1 스타스퀘어 빌딩 "
"세종특별자치시","N","",132,"20210707","정상운영","2021-11-22","실내","36.497491332062","30080",260,"","g0v0pjldnD7i0/MmspydLJLld2wpJk6iK8MYiyUYH+I=","농구","세종시","부용리","세종시","30080","044-868-5073","127.340570352701","2022-11-17","신고","세종특별자치시","세종 KBA 농구교실","세종특별자치시 금남면 금병로 905","Y","체육교습업","세종특별자치시 금남면 부용리 427-7"
"경상남도","N","4층",133,"20211119","정상운영","2021-12-08","실내","35.2365623134849","50914",223,"4층","QOsKTty2FNkpN4k9uNrkH1mp1L8cgHzVgyso9UvG0T8=","농구","김해시","동상동","김해시","50914","055-336-5787","128.88462789478","2023-01-19","신고","경상남도","시스템스포츠아카데미","경상남도 김해시 호계로 516(동상동)","Y","체육교습업","경상남도 김해시 동상동 807-10"
"경상남도","N","",134,"20211115","정상운영","2021-12-08","실내","35.225088648422","50939",264,"","iHN9L4glH0rAVwo2rDDI6zI1M3YE3Vk4bYi/I1rX0Cw=","농구","김해시","전하동","김해시","50939","","128.873930426568","2023-01-21","신고","경상남도","김해짐 키크기 농구교실","경상남도 김해시 전하로176번길 97-16(전하동)","Y","체육교습업","경상남도 김해시 전하동 21"
"경기도","N","",135,"20211130","정상운영","2021-12-17","실내","37.2192434605371","18343",198,"","Txjx/UKwIJu5y0rW2rdQvK4QCGO0SibWu5p/TaWyf1Y=","농구","화성시","기안동","화성시","18343","070-9857-8344","126.986833935751","2022-11-17","신고","경기도","써밋바스켓볼","경기도 화성시 융건로 77-12(기안동)","Y","체육교습업","경기도 화성시 기안동 457-198"
"경기도","N","",136,"20211126","정상운영","2021-12-06","없음","37.3274963151277","16873",328,"","fU1pALie3erIk6IQ8I0KS1dkKmEReTk0yjTe1nrrpdI=","농구","용인시","죽전동","용인시","16873","031-000-0000","127.11413374359","2022-02-18","신고","경기도","추승균 elit basketball academy","경기도 용인시 수지구 정든로 13(죽전동)","Y","체육교습업","경기도 용인시 수지구 죽전동 473-2"
"경기도","N","",137,"20211028","정상운영","2021-11-16","없음","37.5316153201376","12988",330,"","rZboO+Tv3l4/hIH+L5sC4e+tKUGxuu1eY8BIUZRVxec=","농구","하남시","초이동","하남시","12988","02-414-1812","127.165473254739","2022-10-20","신고","경기도","한국체대스포츠 아카데미 상일점","경기도 하남시 감초로 205-21(초이동)","Y","체육교습업","경기도 하남시 초이동 399"
"충청남도","N","",138,"20211111","정상운영","2021-11-16","없음","36.7836529530204","31504",494,"(방축동)","37wUvKup+NV7PnaECdK4SWrp2V0KwvkikXYHoWpJR0c=","농구","아산시","","아산시","31504","041-543-1999","126.991821379896","2021-11-16","신고","충청남도","아산농구클럽","충청남도 아산시 온천대로 1386-2(방축동)","Y","체육교습업","충청남도 아산시 방축동 131-100"
