addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"부산광역시","N",91,"20220610","정상운영","2022-12-07","없음","35.1088403702862","49325",468,"인공암벽장","사하구","하단동","사하구","49325","","128.967159324406","2022-12-07","신고","부산광역시","락오디세이 하단","부산광역시 사하구 낙동대로 498(하단동)","N","인공암벽장업","부산광역시 사하구 하단동 510-9"
"대구광역시","N",92,"20070709","정상운영","2016-11-07","실내외","35.8244055818","42250",51,"인공암벽장","","대흥동","수성구","42250","053-602-2002","128.6845610728","2023-04-04","공공","대구광역시","인공암벽등반장","대구광역시 수성구 월드컵로 2-46 (대흥동)","N","인공암벽장업","대구광역시 수성구 대흥동  산35 씨네월드컵"
"충청남도","N",93,"20161107","정상운영","2016-11-07","실내외","36.9224421368","31793",4416,"인공암벽장","당진시","진관리","당진시","31793","","126.601504783","2023-04-04","공공","충청남도","인공암벽장","충청남도 당진시 고대면 고대로 33","N","인공암벽장업","충청남도 당진시 고대면 진관리 349-20 게이트볼경기장"
"경기도","N",94,"19999999","폐업","2016-12-31","실외","37.1794058787361","18107","","인공암벽장","오산시","세교동","오산시","18107","031-8036-7962","127.042126589869","2023-04-04","공공","경기도","죽미인공암벽장(실외)","경기도 오산시 수목원로 541 (세교동)","N","인공암벽장업","경기도 오산시 세교동 627"
"경기도","N",95,"20161107","정상운영","2016-11-07","실외","37.3256744679","15385",1130,"인공암벽장","안산시","초지동","안산시 단원구","15385","031-487-7780","126.8137709572","2023-04-04","공공","경기도","인공암벽등반장","경기도 안산시 단원구 동산로 268 (초지동)","N","인공암벽장업","경기도 안산시 단원구 초지동  667"
"충청북도","N",96,"20060919","정상운영","2016-12-31","실외","36.8422739452","27498",198,"인공암벽장","충주시","안보리","충주시","27498","","127.9984117049","2023-04-04","공공","충청북도","수안보인공암벽장","충청북도 충주시 수안보면 수안보로 129","N","인공암벽장업","충청북도 충주시 수안보면 안보리 592-1 수안보인공암벽장"
"경기도","N",97,"20161107","정상운영","2016-11-07","실외","37.8246252471","487826",522,"인공암벽장","포천시","","포천시","487826","","127.124378085","2023-04-04","공공","경기도","인공암벽장(실외)","소흘읍 이동교리 산1번지","N","인공암벽장업","경기 포천시 소흘읍 이동교리 산 1"
"부산광역시","N",98,"19999999","정상운영","2016-11-07","실내","35.2115052899","47746",148,"인공암벽장","동래구","명륜동","동래구","47746","051-550-1052","129.0890875699","2023-04-04","공공","부산광역시","인공암벽장","부산광역시 동래구 문화로 62 (명륜동)","N","인공암벽장업","부산광역시 동래구 명륜동  146"
"경기도","N",99,"19990101","정상운영","2021-07-09","실외","37.2040135169894","18436","","인공암벽장","화성시","반송동","화성시","18436","031-355-1292","127.063602683321","2023-04-04","공공","경기도","센트럴파크 인공암장","경기도 화성시 동탄공원로1길 26-23(반송동)","N","인공암벽장업","경기도 화성시 반송동 59"
"경기도","N",100,"19990101","정상운영","2021-07-30","실외","37.2788841579784","17379","","인공암벽장","이천시","관고동","이천시","17379","031-644-4315","127.426320245152","2023-04-04","공공","경기도","설봉공원 인공암벽장","경기도 이천시 경충대로2709번길 152(관고동)","N","인공암벽장업","경기도 이천시 관고동 375-4"
"서울특별시","N",101,"19990101","정상운영","2021-03-16","실내외","37.6388385309763","03306","","인공암벽장","은평구","진관동","은평구","03306","070-4117-9561","126.917161248145","2023-04-04","공공","서울특별시","은평인공암벽장","서울특별시 은평구 통일로 1078 (진관동)","N","인공암벽장업","서울특별시 은평구 진관동 70-16 은평 인공암벽장"
"경기도","N",102,"19990101","정상운영","2021-01-11","없음","37.8148233711002","11502","","인공암벽장","양주시","광석리","양주시","11502","031-8082-5647","126.971261353721","2023-04-04","공공","경기도","양주 인공암벽장","경기도 양주시 광적면 부흥로618번길 323-61","N","인공암벽장업","경기도 양주시 광적면 광석리 183-1"
"경기도","N",103,"20210905","정상운영","2021-11-25","실내","37.6429991455763","10071",528,"인공암벽장","김포시","","김포시","10071","031-8049-0448","126.623629605751","2022-10-19","신고","경기도","디스커버리씨에스주식회사 구래지점","경기도 김포시 김포한강8로 410(구래동)","N","인공암벽장업","경기도 김포시 구래동 6884-3 스타프라자"
"대구광역시","N",104,"20211118","정상운영","2021-12-01","없음","35.8879294058007","41561",204,"인공암벽장","북구","침산동","북구","41561","053-351-1217","128.598013982649","2023-04-20","신고","대구광역시","벽클라이밍","대구광역시 북구 중앙대로 617(침산동)","N","인공암벽장업","대구광역시 북구 침산동 13-91"
"서울특별시","N",105,"20211108","정상운영","2021-11-19","실내","37.5714335534085","03130",924,"인공암벽장","종로구","종로4가","종로구","03130","","126.999746324303","2023-05-11","신고","서울특별시","클라이밍파크종로점","서울특별시 종로구 종로 199(종로4가)","N","인공암벽장업","서울특별시 종로구 종로4가 5 한일빌딩"
"경기도","N",106,"20210811","정상운영","2021-11-24","실내","37.2570665627177","16578",362,"인공암벽장","수원시","세류동","수원시 권선구","16578","","127.011638450826","2021-11-24","신고","경기도","수원라온클라이밍","경기도 수원시 권선구 정조로 538(세류동)","N","인공암벽장업","경기도 수원시 권선구 세류동 531-2"
"경상북도","N",107,"20220125","정상운영","2021-11-24","실내외","35.8016883355227","38577","","인공암벽장","경산시","인흥리","경산시","38577","053-810-5419","128.7966116739","2023-04-04","공공","경상북도","경산국제클라이밍파크","경상북도 경산시 남산면 삼성현공원로 59","N","인공암벽장업","경상북도 경산시 남산면 인흥리 250"
"충청남도","N",108,"20211214","정상운영","2021-12-15","실내","36.6236489899279","32251",126,"인공암벽장","홍성군","","홍성군","32251","","126.663953351443","2022-11-08","신고","충청남도","홍성클라이밍센터","충청남도 홍성군 홍북읍 도청대로 208","N","인공암벽장업","충청남도 홍성군 홍북읍 봉신리 290-2"
"부산광역시","N",109,"20210923","정상운영","2021-11-29","실내","35.1587082822336","47246",640,"인공암벽장","부산진구","부전동","부산진구","47246","","129.0611185567","2022-06-30","신고","부산광역시","웨이브락 클라이밍","부산광역시 부산진구 서전로9번길 20(부전동)","N","인공암벽장업","부산광역시 부산진구 부전동 117-1"
"인천광역시","N",110,"20210805","정상운영","2021-11-29","실내","37.4916517847755","21382",307,"인공암벽장","부평구","산곡동","","21382","032-502-5944","126.70513704915","2022-09-08","신고","인천광역시","부평클라이밍센터","인천광역시 부평구 마장로 148(산곡동)","N","인공암벽장업","인천광역시 부평구 산곡동 369-246"
"서울특별시","N",111,"20211022","정상운영","2022-03-14","실내","37.5982272140391","02167",301,"인공암벽장","중랑구","망우동","중랑구","02167","","127.096716895806","2022-09-23","신고","서울특별시","마스터 클라이밍","서울특별시 중랑구 용마산로115길 65(망우동)","N","인공암벽장업","서울특별시 중랑구 망우동 491-38 정원빌딩"
"서울특별시","N",112,"20220117","정상운영","2022-03-14","없음","0","05361",290,"인공암벽장","강동구","","강동구","05361","070-8737-5014","0","2022-10-18","신고","서울특별시","강동클라이밍집","서울특별시 강동구 천호대로 1178(둔촌동)","N","인공암벽장업","서울특별시 강동구 둔촌동 63-2 알레소빌딩"
"서울특별시","N",113,"20211110","정상운영","2021-12-31","없음","37.6571152502969","01693",454,"인공암벽장","노원구","","노원구","01693","","127.062842474896","2022-03-03","신고","서울특별시","드림캐처클라이밍짐","서울특별시 노원구 상계로5길 32(상계동)","N","인공암벽장업","서울특별시 노원구 상계동 357-2 금호프라자"
"대구광역시","N",114,"20210802","정상운영","2021-12-27","실내","35.8439863628305","42441",274,"인공암벽장","남구","","남구","42441","053-761-0636","128.598452103764","2021-12-27","신고","대구광역시","핸즈클라이밍","대구광역시 남구 이천로 34(봉덕동)","N","인공암벽장업","대구광역시 남구 봉덕동 613-5"
"경상남도","N",115,"20220110","정상운영","2022-01-12","실내","35.2586051980274","50902",313,"인공암벽장","김해시","삼계동","김해시","50902","055-338-1707","128.87204818338","2022-11-19","신고","경상남도","퍼스트클라이밍짐(주)","경상남도 김해시 가야로 212(삼계동)","N","인공암벽장업","경상남도 김해시 삼계동 1509-11"
"경기도","N",116,"20211021","정상운영","2022-01-06","실내","37.7077873241144","11645",131,"인공암벽장","의정부시","호원동","의정부시","11645","070-4260-9701","127.046786206444","2022-03-03","신고","경기도","CAC 클라이밍짐","경기도 의정부시 망월로13번길 9(호원동)","N","인공암벽장업","경기도 의정부시 호원동 119-7 한국산악회회관"
"경기도","N",117,"20211025","정상운영","2022-01-06","없음","37.2710305571186","16954",166,"인공암벽장","용인시","","용인시","16954","031-233-7467","127.066343838849","2022-05-25","신고","경기도","경기레포츠클라이밍","경기도 용인시 기흥구 흥덕1로 13(영덕동)","N","인공암벽장업","경기도 용인시 기흥구 영덕동 1005 흥덕IT밸리"
"부산광역시","N",118,"","정상운영","2021-12-24","없음","35.3223534959771","46015",383,"인공암벽장","기장군","매학리","기장군","","","129.17813667766","2021-12-24","신고","부산광역시","리버스 락","부산광역시 기장군 정관읍 정관7로 33-8","N","인공암벽장업","부산광역시 기장군 정관읍 매학리 715-6"
"충청북도","N",119,"20211216","정상운영","2022-01-03","실내","","27502",330,"인공암벽장","충주시","봉방동","충주시","27502","043-856-5014","","2022-06-10","신고","충청북도","오르락","충청북도 충주시 호암수청1로 55, 5층 (호암동)","N","인공암벽장업","충청북도 충주시 호암동 989 "
"서울특별시","N",120,"20220106","정상운영","2022-01-28","실내","37.5710371503673","03139",804,"인공암벽장","종로구","돈의동","종로구","03139","02-526-8862","126.991229161163","2022-01-29","신고","서울특별시","PEAKERS","서울특별시 종로구 돈화문로5가길 1(돈의동)","N","인공암벽장업","서울특별시 종로구 돈의동 137 피카디리플러스"
"경기도","N",121,"20210609","정상운영","2021-12-28","실내","37.5051341587108","14545",374,"인공암벽장","부천시","상동","부천시","14545","070-8886-5151","126.753731929013","2022-07-28","신고","경기도","월드클라이밍","경기도 부천시 상동로 90(상동)","N","인공암벽장업","경기도 부천시 상동 541-1 메가플러스"
"경기도","N",122,"20220126","정상운영","2022-02-10","없음","37.3788623156367","14996",179,"인공암벽장","시흥시","장곡동","시흥시","14996","031-318-8848","126.789298291233","2022-03-03","신고","경기도","캐치 클라이밍 짐","경기도 시흥시 장현장곡로 2(장곡동)","N","인공암벽장업","경기도 시흥시 장곡동 251"
"경기도","N",123,"20220127","정상운영","2022-02-24","없음","37.4018235858081","13951",331,"인공암벽장","안양시","관양동","안양시 동안구","13951","031-422-1708","126.975354718564","2022-02-25","신고","경기도","실내암벽 클라임홀릭","경기도 안양시 동안구 인덕원로30번길 18(관양동)","N","인공암벽장업","경기도 안양시 동안구 관양동 1489-9"
"경기도","N",124,"20220225","정상운영","2022-03-04","없음","37.4302779255228","13365",819,"인공암벽장","성남시","","성남시","13365","","127.129865094766","2022-03-05","신고","경기도","클라임 어스","경기도 성남시 중원구 성남대로 1126(성남동)","N","인공암벽장업","경기도 성남시 중원구 성남동 4123 메가프라자"
"서울특별시","N",125,"20211202","정상운영","2022-03-08","실내","37.481822085014","08758",429,"인공암벽장","관악구","봉천동","관악구","08758","02-888-8821","126.950381855439","2022-03-08","신고","서울특별시","더월클라이밍(주) 서울대지점","서울특별시 관악구 남부순환로 1801(봉천동)","N","인공암벽장업","서울특별시 관악구 봉천동 874-4"
"경기도","N",126,"20210727","정상운영","2022-03-03","실내","37.4020767798399","13494",463,"인공암벽장","성남시","","성남시","13494","","127.106110401586","2023-05-13","신고","경기도","손 클라이밍 앤 홀드샵","경기도 성남시 분당구 대왕판교로 670(삼평동)","N","인공암벽장업","경기도 성남시 분당구 삼평동 682 유스페이스2"
"경기도","N",127,"20220117","정상운영","2022-01-24","실내","37.354619014661","15847",436,"인공암벽장","군포시","당정동","군포시","15847","070-4217-7788","126.951087173903","2022-05-18","신고","경기도","볼더팝","경기도 군포시 공단로104번길 11(당정동)","N","인공암벽장업","경기도 군포시 당정동 317-1 용진지퍼"
"인천광역시","N",128,"20220613","정상운영","2022-06-27","실내","0","22397",192,"인공암벽장","중구","","중구","22397","032-715-4574","0","2022-06-27","신고","인천광역시","메트로락 클라이밍","인천광역시 중구 하늘중앙로195번길 20(중산동)","N","인공암벽장업","인천광역시 중구 중산동 1884-2"
"경기도","N",129,"20220427","정상운영","2022-08-05","없음","37.280561859215","16976",783,"인공암벽장","용인시","구갈동","용인시 기흥구","16976","","127.117956225743","2022-12-15","신고","경기도","볼더메이트 주식회사","경기도 용인시 기흥구 기흥로 58(구갈동)","N","인공암벽장업","경기도 용인시 기흥구 구갈동 681"
"서울특별시","N",130,"20220210","정상운영","2022-03-21","실내","37.4900138100912","06649",298,"인공암벽장","서초구","서초동","서초구","06649","02-552-8868","127.011599754182","2022-03-21","신고","서울특별시","(사)한국대학산악연맹","서울특별시 서초구 서초대로46길 65(서초동)","N","인공암벽장업","서울특별시 서초구 서초동 1559-3 아주빌딩"
"경기도","N",131,"20220613","정상운영","2022-07-21","실내","0","16705",370,"인공암벽장","수원시","","수원시","16705","031-205-3461","0","2022-07-22","신고","경기도","에픽클라임 영통","경기도 수원시 영통구 청명남로34번길 12(영통동)","N","인공암벽장업","경기도 수원시 영통구 영통동 1010-3"
"경기도","N",132,"20220616","정상운영","2022-07-21","없음","37.3027254295247","16324",175,"인공암벽장","수원시","천천동","수원시 장안구","16324","","126.97427697918","2023-05-11","신고","경기도","서수원클라이밍센터","경기도 수원시 장안구 하률로12번길 4(천천동)","N","인공암벽장업","경기도 수원시 장안구 천천동 557-4 율천프라자"
"부산광역시","N",133,"20220609","정상운영","2022-08-03","없음","35.2000898030732","47858",283,"인공암벽장","동래구","사직동","동래구","47858","051-506-9915","129.064062763355","2022-08-04","신고","부산광역시","패밀리 클라이밍센터","부산광역시 동래구 석사로 42-1(사직동)","N","인공암벽장업","부산광역시 동래구 사직동 71-24"
"부산광역시","N",134,"20220613","정상운영","2022-08-03","없음","36.49787652957536","",310,"인공암벽장","동래구","","동래구","47893","","127.26543401552541","2022-08-03","신고","부산광역시","락오디세이 동래","부산광역시 동래구 안남로31번길 6, 1,2층 (낙민동)","N","인공암벽장업","부산광역시 동래구 낙민동 91-3 "
"경기도","N",135,"20220510","정상운영","2022-05-26","없음","37.5622506296228","12913",469,"인공암벽장","하남시","망월동","하남시","12913","031-794-5045","127.192718271233","2022-05-26","신고","경기도","브이텐클라이밍(하남미사점)","경기도 하남시 미사강변동로 81(망월동)","N","인공암벽장업","경기도 하남시 망월동 1116 미사역 큐브앤 타워"
"충청남도","N",136,"20220616","정상운영","2022-09-03","없음","36.8344457089266","31102",299,"인공암벽장","천안시","","천안시","31102","","127.142167463532","2022-09-03","신고","충청남도","홍종열클라이밍짐","충청남도 천안시 서북구 성정두정로 100(두정동)","N","인공암벽장업","충청남도 천안시 서북구 두정동 1523 열매빌딩"
"강원도","N",137,"20220615","정상운영","2022-06-17","없음","0","24850",75,"인공암벽장","속초시","","속초시","24850","","0","2022-06-17","신고","강원도","에이짐클라이밍","강원도 속초시 만리공원길 6(교동, 럭키교동아파트)","N","인공암벽장업","강원도 속초시 교동 800-14 럭키교동아파트"
"충청북도","N",138,"20220615","정상운영","2022-06-17","없음","36.6040211018252","28784",473,"인공암벽장","청주시","방서동","청주시","28784","043-284-5014","127.502459267185","2022-06-17","신고","충청북도","타기클라이밍센터","충청북도 청주시 상당구 단재로 293(방서동)","N","인공암벽장업","충청북도 청주시 상당구 방서동 206-1"
"서울특별시","N",139,"20220602","정상운영","2022-06-09","없음","37.5551274621808","04930",383,"인공암벽장","광진구","중곡동","","04930","02-446-6111","127.085728784167","2022-06-09","신고","서울특별시","버티고 클라이밍 짐","서울특별시 광진구 천호대로 611(중곡동)","N","인공암벽장업","서울특별시 광진구 중곡동 131-5"
"서울특별시","N",140,"20220608","정상운영","2022-06-09","없음","37.5573491089665","04929",168,"인공암벽장","광진구","중곡동","","04929","02-456-5013","127.080791527536","2022-06-09","신고","서울특별시","레드포인트 클라이밍","서울특별시 광진구 천호대로109길 9(중곡동)","N","인공암벽장업","서울특별시 광진구 중곡동 157-17 리아리움더언타워"
"경상북도","N",141,"20220523","정상운영","2022-06-09","실내","35.8373567459241","38533",401,"인공암벽장","경산시","대동","경산시","38533","053-719-2301","128.753694418677","2022-06-09","신고","경상북도","노루클라이밍","경상북도 경산시 청운로 24(대동)","N","인공암벽장업","경상북도 경산시 대동 156-1"
"경상북도","N",142,"20220608","정상운영","2022-06-09","실내","35.9101777108334","38436",198,"인공암벽장","경산시","금락리","경산시","38436","053-851-3322","128.815235794293","2023-01-27","신고","경상북도","올라클라이밍센터","경상북도 경산시 하양읍 하양로 56","N","인공암벽장업","경상북도 경산시 하양읍 금락리 116-329"
"경기도","N",143,"20220818","정상운영","2022-09-02","없음","0","11940",264,"인공암벽장","구리시","","구리시","11940","031-565-8849","0","2022-09-02","신고","경기도","마운틴스타 클라이밍짐","경기도 구리시 체육관로 82(수택동)","N","인공암벽장업","경기도 구리시 수택동 847-9 타워클래스"
"경기도","N",144,"20220610","정상운영","2022-07-29","없음","37.1803639804733","18487",414,"인공암벽장","화성시","","화성시","18487","","127.091839398808","2022-07-29","신고","경기도","클라임 어클락","경기도 화성시 동탄기흥로257번가길 33(방교동)","N","인공암벽장업","경기도 화성시 방교동 780-3"
"부산광역시","N",145,"20220602","정상운영","2022-06-21","없음","35.1542441747188","47297",265,"인공암벽장","부산진구","전포동","부산진구","47297","","129.064024792869","2022-06-21","신고","부산광역시","브로스 클라이밍","부산광역시 부산진구 전포대로199번길 19(전포동)","N","인공암벽장업","부산광역시 부산진구 전포동 690-5 예원빌딩"
"부산광역시","N",146,"20220608","정상운영","2022-06-21","실내","35.1557468725816","47271",224,"인공암벽장","부산진구","","부산진구","47271","","129.033033069555","2022-06-21","신고","부산광역시","락오디세이","부산광역시 부산진구 가야대로563번길 31(가야동)","N","인공암벽장업","부산광역시 부산진구 가야동 60-26"
"인천광역시","N",147,"20210902","정상운영","2022-05-04","실내","37.5427523284424","21057",165,"인공암벽장","계양구","계산동","계양구","21057","032-554-5014","126.734306004718","2022-05-04","신고","인천광역시","인천계양클라이밍센터","인천광역시 계양구 경명대로 1146(계산동)","N","인공암벽장업","인천광역시 계양구 계산동 18-17"
"경기도","N",148,"20220614","정상운영","2022-07-01","실내","37.7294898618503","11738",529,"인공암벽장","의정부시","신곡동","의정부시","11738","031-847-1800","127.059746613922","2022-10-29","신고","경기도","킹 클라이밍","경기도 의정부시 동일로 460(신곡동)","N","인공암벽장업","경기도 의정부시 신곡동 334-2"
"경기도","N",149,"20220704","정상운영","2022-07-11","실내","37.3987037657752","13992",62,"인공암벽장","안양시","안양동","안양시 만안구","13992","031-449-2208","126.924448835263","2022-07-11","신고","경기도","아람클라이밍 짐","경기도 안양시 만안구 만안로 199(안양동)","N","인공암벽장업","경기도 안양시 만안구 안양동 674-193"
"경상북도","N",150,"20211223","정상운영","2022-07-11","없음","36.0834394395989","37587",199,"인공암벽장","포항시","양덕동","포항시","37587","054-277-0334","129.395901453104","2022-11-02","신고","경상북도","김대우 암벽교실","경상북도 포항시 북구 장량로145번길 17(양덕동)","N","인공암벽장업","경상북도 포항시 북구 양덕동 1247"
"경상북도","N",151,"20220624","정상운영","2022-07-11","없음","0","37775",231,"인공암벽장","포항시","","포항시","37775","","0","2022-07-11","신고","경상북도","포항클라이밍아카데미","경상북도 포항시 남구 중앙로 145(해도동)","N","인공암벽장업","경상북도 포항시 남구 해도동 34-31 삼송빌딩"
"경상북도","N",152,"20220509","정상운영","2022-07-11","없음","35.9709651655187","37882",323,"인공암벽장","포항시","원리","포항시 남구","37882","","129.406795386579","2022-07-11","신고","경상북도","포항스파이더클럽","경상북도 포항시 남구 오천읍 남원로 28","N","인공암벽장업","경상북도 포항시 남구 오천읍 원리 1387"
"강원도","N",153,"20220603","정상운영","2022-06-08","없음","0","24835",162,"인공암벽장","속초시","","속초시","24835","033-635-0814","0","2022-06-15","신고","강원도","속초클라이밍짐","강원도 속초시 중앙로 65(청학동)","N","인공암벽장업","강원도 속초시 청학동 645-6"
"대전광역시","N",154,"20220530","정상운영","2022-06-20","실내","0","34014",482,"인공암벽장","유성구","","유성구","34014","042-933-5015","0","2022-06-20","신고","대전광역시","테크노클라이밍짐","대전광역시 유성구 테크노4로 57(관평동)","N","인공암벽장업","대전광역시 유성구 관평동 748"
"대전광역시","N",155,"20220513","정상운영","2022-06-20","실내","0","34183",281,"인공암벽장","유성구","","유성구","34183","042-825-5014","0","2022-06-20","신고","대전광역시","클라임커뮤니케이션","대전광역시 유성구 대학로76번안길 62(궁동)","N","인공암벽장업","대전광역시 유성구 궁동 490-11"
"대전광역시","N",156,"20220513","정상운영","2022-06-20","없음","0","34187",482,"인공암벽장","유성구","","유성구","34187","042-825-5013","0","2022-06-20","신고","대전광역시","클라이밍짐리드","대전광역시 유성구 계룡로 129(봉명동)","N","인공암벽장업","대전광역시 유성구 봉명동 548-12"
"경기도","N",157,"20220725","정상운영","2022-08-01","실내","37.3788316738021","13595",826,"인공암벽장","성남시","수내동","성남시 분당구","13595","070-4833-8889","127.113285876267","2022-08-01","신고","경기도","락트리 분당","경기도 성남시 분당구 황새울로 224(수내동, 청구블루빌)","N","인공암벽장업","경기도 성남시 분당구 수내동 11-1 청구블루빌"
"인천광역시","N",158,"20220617","정상운영","2022-07-05","실내","37.4938798088184","21394",384,"인공암벽장","부평구","부평동","","21394","032-505-2345","126.723476654922","2022-07-05","신고","인천광역시","큐브클라이밍짐","인천광역시 부평구 부평문화로 64(부평동)","N","인공암벽장업","인천광역시 부평구 부평동 199-1"
"서울특별시","N",159,"20220708","정상운영","2022-09-13","없음","0","07803",995,"인공암벽장","강서구","","강서구","07803","02-2668-5014","0","2022-09-13","신고","서울특별시","더월클라이밍(주) 마곡지점","서울특별시 강서구 마곡동로 62(마곡동)","N","인공암벽장업","서울특별시 강서구 마곡동 796-3 마곡사이언스타워"
"경기도","N",160,"20220802","폐업","2022-09-14","없음","37.4027610774942","13982",137,"인공암벽장","안양시","박달동","안양시","13982","070-8690-3722","126.905655854852","2023-04-27","신고","경기도","안양클라이밍","경기도 안양시 만안구 박달로479번길 5(박달동)","N","인공암벽장업","경기도 안양시 만안구 박달동 137-1"
"경기도","Y",161,"19999999","정상운영","2022-07-19","실내","37.6526112183526","10414","","인공암벽장","고양시","마두동","고양시 일산동구","10414","031-900-1780","126.778116148539","2022-11-09","공공","경기도","일산올림픽스포츠센터 인공암벽장","경기도 고양시 일산동구 중앙로 1182(마두동)","N","인공암벽장업","경기도 고양시 일산동구 마두동 801 올림픽스포츠센터"
"경기도","N",162,"20220719","정상운영","2022-09-05","실내","37.6252012183439","12285",188,"인공암벽장","남양주시","","남양주시","12285","","127.15539408538","2022-09-05","신고","경기도","M2클라이밍GYM","경기도 남양주시 다산순환로 356(다산동)","N","인공암벽장업","경기도 남양주시 다산동 6053-2 푸리마타워"
"경상북도","N",163,"20220711","정상운영","2022-08-08","없음","36.1391432709649","39202",0,"인공암벽장","구미시","도량동","구미시","39202","054-452-8848","128.315966291909","2022-12-20","신고","경상북도","CC클라이밍센터","경상북도 구미시 야은로 299(도량동)","N","인공암벽장업","경상북도 구미시 도량동 228-2"
"경상북도","N",164,"20220615","정상운영","2022-08-08","없음","36.1543678241833","39464",440,"인공암벽장","구미시","","구미시","39464","","128.432531151783","2022-08-08","신고","경상북도","산동포시즌 클라이밍","경상북도 구미시 산동읍 신당1로 24","N","인공암벽장업","경상북도 구미시 산동읍 신당리 1458 바젤-파크시티 제1동"
"경상남도","N",165,"20210819","정상운영","2022-04-05","없음","","52845",498,"인공암벽장","진주시","","진주시","52845","055-763-1316","","2022-06-22","신고","경상남도","빅클라이밍","경상남도 진주시 정촌면 삼일로105번길 32-15","N","인공암벽장업","경상남도 진주시 정촌면 예하리 1272-2 "
"서울특별시","N",166,"20211123","정상운영","2022-06-13","실내","37.6529465229583","01762",142,"인공암벽장","노원구","상계동","노원구","01762","02-936-0515","127.060550327814","2022-06-13","신고","서울특별시","비숍클라이밍(Bishop Climb)","서울특별시 노원구 동일로 1393(상계동)","N","인공암벽장업","서울특별시 노원구 상계동 730-5 일신프라자"
"경기도","N",167,"20220610","정상운영","2022-06-13","실내","37.4472717162371","14908",295,"인공암벽장","시흥시","대야동","시흥시","14908","031-315-4940","126.791831822379","2022-06-13","신고","경기도","저스트 클라이밍센타","경기도 시흥시 복지로 96(대야동)","N","인공암벽장업","경기도 시흥시 대야동 568-2 A&C빌딩"
"대전광역시","N",168,"20211202","정상운영","2022-04-07","없음","36.3619662173402","34148",548,"인공암벽장","유성구","","유성구","34148","042-824-5016","127.323555313924","2022-04-07","신고","대전광역시","하나클라이밍짐(사단법인 대전하나스포츠클럽)","대전광역시 유성구 월드컵대로 32(노은동)","N","인공암벽장업","대전광역시 유성구 노은동 270 대전월드컵경기장"
"경기도","N",169,"20220610","정상운영","2022-07-22","없음","37.2903475875849","12631",321,"인공암벽장","여주시","","여주시","12631","070-882-5421","127.635602676236","2022-07-23","신고","경기도","여주클라이밍센터","경기도 여주시 세종로 85(홍문동)","N","인공암벽장업","경기도 여주시 홍문동 274-6 여주종합터미널"
"서울특별시","N",170,"20220513","정상운영","2022-08-26","없음","37.481085538274","05849",220,"인공암벽장","송파구","장지동","송파구","05849","02-400-3845","127.142394775398","2022-08-26","신고","서울특별시","에어즈락클라이밍","서울특별시 송파구 위례광장로 188(장지동)","N","인공암벽장업","서울특별시 송파구 장지동 881 아이온스퀘어"
"강원도","N",171,"20220810","정상운영","2022-08-26","없음","37.8552178108212","24390",80,"인공암벽장","춘천시","","춘천시","24390","","127.746873020631","2022-08-26","신고","강원도","남춘천클라이밍","강원도 춘천시 춘천순환로 29(석사동)","N","인공암벽장업","강원도 춘천시 석사동 818-17"
"강원도","N",172,"20220712","정상운영","2022-08-26","실내","0","24404",265,"인공암벽장","춘천시","","춘천시","24404","033-1544-6772","0","2022-08-26","신고","강원도","아이클라임(주)","강원도 춘천시 동내면 공지로 70-61","N","인공암벽장업","강원도 춘천시 동내면 거두리 933-2"
"서울특별시","N",173,"20220308","정상운영","2022-04-27","없음","0","05043",260,"인공암벽장","광진구","","광진구","05043","02-454-5014","0","2022-04-27","신고","서울특별시","클라이밍센터","서울특별시 광진구 자양로 120(구의동)","N","인공암벽장업","서울특별시 광진구 구의동 252-109"
"대구광역시","N",174,"20220616","정상운영","2022-10-11","실내","35.8419559059356","42268",221,"인공암벽장","수성구","매호동","수성구","42268","053-794-3918","128.703344843197","2022-10-11","신고","대구광역시","챌린져클라이밍센터","대구광역시 수성구 달구벌대로631길 6(매호동)","N","인공암벽장업","대구광역시 수성구 매호동 1344-6"
"서울특별시","N",175,"20220706","정상운영","2022-09-26","없음","37.5049174628463","08216",613,"인공암벽장","구로구","구로동","구로구","08216","","126.877135134148","2022-09-26","신고","서울특별시","주식회사 클라임잇 구로점","서울특별시 구로구 구로중앙로 215(구로동)","N","인공암벽장업","서울특별시 구로구 구로동 612-10"
"서울특별시","N",176,"20220801","정상운영","2022-09-26","실내","37.4857057781612","08380",341,"인공암벽장","구로구","구로동","구로구","08380","","126.895512679788","2022-09-26","신고","서울특별시","스튜디오볼더 클라이밍짐","서울특별시 구로구 디지털로33길 11(구로동)","N","인공암벽장업","서울특별시 구로구 구로동 191-7 에이스테크노타워8차"
"경기도","N",177,"20220705","정상운영","2022-07-08","실내","37.4458357485803","14923",497,"인공암벽장","시흥시","은행동","시흥시","14923","","126.80204447876","2022-07-08","신고","경기도","볼더가든","경기도 시흥시 은계호수로 49(은행동)","N","인공암벽장업","경기도 시흥시 은행동 605 시흥 센트럴돔 그랑트리 캐슬"
